recno|MIRES|RAJ2000|DEJ2000
    2414|G028.8723+03.6955|277.71727|-01.91895
    2415|G029.4270+03.9813|277.71749|-01.29600
    2416|G028.5077+03.5070|277.71752|-02.32878
    2417|G028.1161+03.3039|277.71812|-02.76926
    2418|G028.3495+03.4245|277.71820|-02.50690
    2419|G028.8731+03.6943|277.71878|-01.91879
    2420|G029.1310+03.8272|277.71888|-01.62909
    2421|G028.8619+03.6881|277.71910|-01.93149
    2422|G028.1089+03.2984|277.71966|-02.77816
    2423|G027.8461+03.1623|277.71975|-03.07378
    2424|G029.1866+03.8545|277.72004|-01.56732
    2425|G029.3524+03.9399|277.72013|-01.38113
    2426|G028.2764+03.3842|277.72038|-02.59025
    2427|G028.1943+03.3413|277.72080|-02.68275
    2428|G028.9627+03.7377|277.72129|-01.81943
    2429|G028.4636+03.4796|277.72157|-02.38040
    2430|G028.6525+03.5771|277.72166|-02.16816
    2431|G029.6197+04.0758|277.72169|-01.08184
    2432|G028.7908+03.6480|277.72214|-02.01302
    2433|G028.9681+03.7395|277.72214|-01.81379
    2434|G027.9031+03.1890|277.72226|-03.01091
    2435|G028.8556+03.6810|277.72257|-01.94038
    2436|G028.3932+03.4416|277.72305|-02.46028
    2437|G028.8795+03.6924|277.72334|-01.91393
    2438|G028.8061+03.6545|277.72335|-01.99639
    2439|G028.8567+03.6804|277.72355|-01.93966
    2440|G027.9889+03.2316|277.72385|-02.91525
    2441|G028.7823+03.6414|277.72408|-02.02351
    2442|G029.2572+03.8863|277.72414|-01.49016
    2443|G028.1533+03.3162|277.72427|-02.73067
    2444|G028.0251+03.2497|277.72439|-02.87486
    2445|G028.5445+03.5175|277.72504|-02.29126
    2446|G028.6130+03.5524|277.72550|-02.21446
    2447|G028.5814+03.5350|277.72646|-02.25051
    2448|G028.6968+03.5945|277.72650|-02.12087
    2449|G028.8739+03.6860|277.72651|-01.92186
    2450|G029.0043+03.7531|277.72667|-01.77551
    2451|G029.4874+04.0020|277.72672|-01.23303
    2452|G028.9739+03.7361|277.72778|-01.81019
    2453|G028.1618+03.3164|277.72796|-02.72301
    2454|G029.0657+03.7833|277.72796|-01.70721
    2455|G029.4956+04.0047|277.72805|-01.22451
    2456|G028.7438+03.6171|277.72805|-02.06882
    2457|G028.9297+03.7130|277.72813|-01.86000
    2458|G028.5826+03.5337|277.72819|-02.25006
    2459|G029.3205+03.9144|277.72822|-01.42111
    2460|G028.8379+03.6654|277.72826|-01.96327
    2461|G028.5013+03.4910|277.72884|-02.34175
    2462|G028.7407+03.6145|277.72891|-02.07273
    2463|G028.8003+03.6450|277.72912|-02.00591
    2464|G028.7514+03.6198|277.72912|-02.06090
    2465|G028.8422+03.6664|277.72935|-01.95897
    2466|G028.9361+03.7148|277.72941|-01.85348
    2467|G029.0053+03.7503|277.72957|-01.77589
    2468|G028.6471+03.5654|277.72961|-02.17827
    2469|G029.5754+04.0440|277.72964|-01.13568
    2470|G027.8834+03.1699|277.73017|-03.03715
    2471|G028.1308+03.2976|277.73046|-02.75908
    2472|G028.7549+03.6197|277.73084|-02.05782
    2473|G028.6353+03.5576|277.73109|-02.19238
    2474|G028.1085+03.2853|277.73114|-02.78454
    2475|G028.9163+03.7024|277.73134|-01.87672
    2476|G028.6068+03.5425|277.73147|-02.22460
    2477|G029.5812+04.0446|277.73176|-01.13031
    2478|G029.1620+03.8286|277.73181|-01.60100
    2479|G028.8560+03.6705|277.73201|-01.94484
    2480|G028.6324+03.5551|277.73202|-02.19608
    2481|G028.5923+03.5342|277.73215|-02.24122
    2482|G027.9823+03.2187|277.73227|-02.92707
    2483|G028.9858+03.7368|277.73267|-01.79939
    2484|G027.9984+03.2266|277.73269|-02.90912
    2485|G027.9087+03.1791|277.73363|-03.01055
    2486|G029.5666+04.0348|277.73381|-01.14770
    2487|G028.4727+03.4704|277.73390|-02.37661
    2488|G028.7030+03.5879|277.73525|-02.11839
    2489|G029.2865+03.8888|277.73535|-01.46296
    2490|G028.7098+03.5911|277.73551|-02.11089
    2491|G028.4931+03.4792|277.73557|-02.35445
    2492|G028.7358+03.6043|277.73573|-02.08183
    2493|G029.2381+03.8631|277.73596|-01.51773
    2494|G029.5703+04.0340|277.73619|-01.14481
    2495|G028.5201+03.4923|277.73623|-02.32451
    2496|G028.4325+03.4466|277.73671|-02.42314
    2497|G028.7650+03.6182|277.73674|-02.04958
    2498|G027.8817+03.1612|277.73710|-03.04264
    2499|G028.4822+03.4716|277.73725|-02.36760
    2500|G028.8934+03.6828|277.73827|-01.90610
    2501|G028.4931+03.4761|277.73828|-02.35589
    2502|G028.8253+03.6470|277.73885|-01.98286
    2503|G029.5297+04.0096|277.73930|-01.19204
    2504|G028.5843+03.5219|277.73938|-02.25401
    2505|G027.9612+03.1992|277.73986|-02.95474
    2506|G028.6136+03.5365|277.73989|-02.22125
    2507|G028.9972+03.7344|277.74001|-01.79039
    2508|G028.5582+03.5077|277.74008|-02.28363
    2509|G028.4991+03.4764|277.74071|-02.35044
    2510|G028.9381+03.7027|277.74107|-01.85730
    2511|G028.8934+03.6796|277.74108|-01.90750
    2512|G028.5121+03.4827|277.74116|-02.33602
    2513|G028.3513+03.3993|277.74135|-02.51687
    2514|G028.6922+03.5746|277.74210|-02.13405
    2515|G027.9050+03.1676|277.74215|-03.01905
    2516|G028.6559+03.5543|277.74347|-02.17565
    2517|G028.6282+03.5398|277.74367|-02.20680
    2518|G028.2832+03.3614|277.74377|-02.59468
    2519|G028.7814+03.6185|277.74402|-02.03482
    2520|G028.7469+03.6004|277.74433|-02.07377
    2521|G028.6759+03.5636|277.74442|-02.15363
    2522|G028.6200+03.5344|277.74468|-02.21659
    2523|G028.7737+03.6136|277.74485|-02.04392
    2524|G029.0242+03.7425|277.74515|-01.76269
    2525|G027.9730+03.1992|277.74532|-02.94431
    2526|G028.4637+03.4524|277.74583|-02.39278
    2527|G028.3038+03.3695|277.74602|-02.57269
    2528|G028.7873+03.6193|277.74603|-02.02928
    2529|G028.2258+03.3291|277.74613|-02.66043
    2530|G029.2631+03.8640|277.74661|-01.49515
    2531|G028.3780+03.4069|277.74686|-02.48972
    2532|G028.7376+03.5925|277.74702|-02.08568
    2533|G028.9814+03.7178|277.74755|-01.81199
    2534|G028.2179+03.3231|277.74783|-02.67021
    2535|G027.9332+03.1754|277.74815|-02.99050
    2536|G028.3382+03.3845|277.74850|-02.53524
    2537|G028.0214+03.2205|277.74867|-02.89158
    2538|G028.2835+03.3560|277.74872|-02.59693
    2539|G028.3744+03.4027|277.74896|-02.49480
    2540|G028.6737+03.5559|277.75022|-02.15913
    2541|G028.4539+03.4424|277.75023|-02.40616
    2542|G028.7908+03.6163|277.75031|-02.02760
    2543|G028.7274+03.5834|277.75050|-02.09889
    2544|G029.5047+03.9840|277.75062|-01.22593
    2545|G028.7065+03.5720|277.75099|-02.12263
    2546|G028.0878+03.2520|277.75116|-02.81822
    2547|G028.7031+03.5696|277.75153|-02.12678
    2548|G028.7175+03.5768|277.75174|-02.11071
    2549|G027.9594+03.1849|277.75178|-02.96290
    2550|G028.7983+03.6178|277.75236|-02.02024
    2551|G028.6898+03.5616|277.75261|-02.14221
    2552|G028.5125+03.4694|277.75314|-02.34172
    2553|G027.8773+03.1407|277.75332|-03.05605
    2554|G029.3435+03.8978|277.75350|-01.40836
    2555|G028.6850+03.5573|277.75416|-02.14844
    2556|G028.4519+03.4368|277.75425|-02.41046
    2557|G028.2857+03.3508|277.75435|-02.59737
    2558|G027.9663+03.1854|277.75450|-02.95654
    2559|G028.9518+03.6941|277.75503|-01.84910
    2560|G028.6442+03.5351|277.75514|-02.19483
    2561|G029.6041+04.0296|277.75563|-01.11687
    2562|G028.9014+03.6662|277.75667|-01.90656
    2563|G027.9895+03.1949|277.75672|-02.93162
    2564|G028.8906+03.6604|277.75691|-01.91880
    2565|G028.7483+03.5868|277.75708|-02.07876
    2566|G029.3367+03.8899|277.75737|-01.41808
    2567|G028.6476+03.5344|277.75741|-02.19217
    2568|G027.8828+03.1387|277.75762|-03.05211
    2569|G028.7858+03.6048|277.75826|-02.03726
    2570|G029.2418+03.8400|277.75827|-01.52508
    2571|G028.7173+03.5689|277.75866|-02.11451
    2572|G028.1655+03.2834|277.75899|-02.73487
    2573|G028.6863+03.5516|277.75985|-02.14987
    2574|G027.9278+03.1590|277.76026|-03.00278
    2575|G028.1867+03.2929|277.76032|-02.71175
    2576|G028.6766+03.5460|277.76037|-02.16107
    2577|G028.7012+03.5587|277.76037|-02.13347
    2578|G028.6722+03.5427|277.76134|-02.16650
    2579|G028.5763+03.4925|277.76191|-02.27463
    2580|G028.1263+03.2597|277.76211|-02.78053
    2581|G028.7931+03.6041|277.76222|-02.03113
    2582|G028.7028+03.5571|277.76257|-02.13275
    2583|G028.6169+03.5126|277.76265|-02.22941
    2584|G028.9394+03.6790|277.76276|-01.86698
    2585|G029.5831+04.0097|277.76368|-01.14468
    2586|G028.3360+03.3663|277.76373|-02.54564
    2587|G028.7476+03.5789|277.76376|-02.08301
    2588|G027.9658+03.1747|277.76379|-02.96195
    2589|G028.8588+03.6359|277.76413|-01.95827
    2590|G028.6010+03.5022|277.76463|-02.24818
    2591|G028.5692+03.4854|277.76492|-02.28416
    2592|G028.8134+03.6108|277.76555|-02.01003
    2593|G028.7301+03.5674|277.76589|-02.10387
    2594|G028.7575+03.5813|277.76614|-02.07311
    2595|G028.0101+03.1949|277.76621|-02.91337
    2596|G028.0593+03.2202|277.76634|-02.85811
    2597|G028.7270+03.5650|277.76666|-02.10770
    2598|G029.4776+03.9517|277.76697|-01.26473
    2599|G028.7573+03.5800|277.76715|-02.07395
    2600|G028.6616+03.5304|277.76737|-02.18153
    2601|G028.4949+03.4442|277.76743|-02.36897
    2602|G028.6853+03.5425|277.76752|-02.15498
    2603|G028.7776+03.5899|277.76771|-02.05134
    2604|G028.7217+03.5611|277.76772|-02.11416
    2605|G027.8662+03.1176|277.76868|-03.07650
    2606|G029.0994+03.7545|277.76897|-01.69047
    2607|G028.5859+03.4890|277.76943|-02.26773
    2608|G028.4804+03.4339|277.76993|-02.38649
    2609|G029.0459+03.7258|277.76995|-01.75114
    2610|G028.7758+03.5856|277.77065|-02.05498
    2611|G028.7701+03.5821|277.77120|-02.06161
    2612|G029.2771+03.8435|277.77130|-01.49209
    2613|G029.0832+03.7433|277.77151|-01.71006
    2614|G028.7277+03.5596|277.77173|-02.10949
    2615|G028.8145+03.6040|277.77212|-02.01217
    2616|G029.5103+03.9623|277.77252|-01.23096
    2617|G028.7450+03.5673|277.77287|-02.09070
    2618|G028.4342+03.4067|277.77289|-02.44003
    2619|G029.1978+03.8006|277.77307|-01.58212
    2620|G028.1936+03.2818|277.77333|-02.71076
    2621|G028.5998+03.4908|277.77418|-02.25448
    2622|G028.8152+03.6020|277.77422|-02.01249
    2623|G028.6708+03.5273|277.77437|-02.17481
    2624|G029.6594+04.0369|277.77441|-01.06448
    2625|G028.4308+03.4030|277.77465|-02.44474
    2626|G028.4863+03.4316|277.77468|-02.38234
    2627|G029.2483+03.8247|277.77480|-01.52623
    2628|G027.9242+03.1407|277.77491|-03.01451
    2629|G028.5897+03.4846|277.77507|-02.26628
    2630|G029.6149+04.0129|277.77540|-01.11503
    2631|G027.8763+03.1148|277.77588|-03.06885
    2632|G029.1976+03.7968|277.77640|-01.58407
    2633|G029.0020+03.6958|277.77651|-01.80385
    2634|G028.8702+03.6276|277.77666|-01.95195
    2635|G027.9130+03.1326|277.77696|-03.02808
    2636|G028.4665+03.4187|277.77706|-02.40590
    2637|G028.7501+03.5639|277.77823|-02.08770
    2638|G028.6098+03.4913|277.77834|-02.24546
    2639|G028.6867+03.5309|277.77843|-02.15901
    2640|G027.8908+03.1182|277.77954|-03.05443
    2641|G028.8518+03.6141|277.78029|-01.97447
    2642|G028.2449+03.3001|277.78069|-02.65681
    2643|G028.8503+03.6124|277.78105|-01.97662
    2644|G028.1762+03.2640|277.78119|-02.73430
    2645|G028.7709+03.5712|277.78123|-02.06592
    2646|G029.2148+03.8002|277.78126|-01.56721
    2647|G028.2553+03.3039|277.78207|-02.64591
    2648|G028.9116+03.6428|277.78214|-01.90834
    2649|G028.8469+03.6092|277.78232|-01.98109
    2650|G029.2342+03.8084|277.78280|-01.54628
    2651|G028.8043+03.5864|277.78309|-02.02929
    2652|G028.7851+03.5761|277.78342|-02.05108
    2653|G028.7027+03.5331|277.78384|-02.14388
    2654|G028.3448+03.3479|277.78411|-02.54628
    2655|G028.1718+03.2581|277.78440|-02.74093
    2656|G029.5997+03.9947|277.78460|-01.13677
    2657|G028.8240+03.5946|277.78485|-02.00812
    2658|G028.7095+03.5352|277.78503|-02.13687
    2659|G028.5766+03.4665|277.78515|-02.28623
    2660|G029.1391+03.7566|277.78534|-01.65440
    2661|G028.8036+03.5832|277.78558|-02.03137
    2662|G028.3404+03.3438|277.78571|-02.55204
    2663|G028.7312+03.5456|277.78577|-02.11282
    2664|G028.3144+03.3303|277.78578|-02.58127
    2665|G028.6211+03.4888|277.78579|-02.23658
    2666|G029.0107+03.6897|277.78588|-01.79887
    2667|G028.7053+03.5320|277.78603|-02.14209
    2668|G028.5229+03.4376|277.78612|-02.34717
    2669|G028.5015+03.4261|277.78657|-02.37137
    2670|G028.7837+03.5715|277.78687|-02.05448
    2671|G028.5942+03.4733|277.78716|-02.26749
    2672|G027.9727+03.1519|277.78722|-02.96630
    2673|G028.0566+03.1953|277.78726|-02.87198
    2674|G028.1730+03.2554|277.78739|-02.74115
    2675|G028.4521+03.3995|277.78754|-02.42741
    2676|G028.5561+03.4531|277.78760|-02.31058
    2677|G028.4196+03.3823|277.78794|-02.46413
    2678|G028.2814+03.3108|277.78796|-02.61956
    2679|G028.6152+03.4828|277.78840|-02.24459
    2680|G029.1395+03.7532|277.78856|-01.65561
    2681|G028.7062+03.5295|277.78859|-02.14242
    2682|G028.9170+03.6383|277.78862|-01.90552
    2683|G028.7509+03.5525|277.78867|-02.09223
    2684|G028.4079+03.3753|277.78874|-02.47773
    2685|G029.1068+03.7357|277.78907|-01.69258
    2686|G027.9771+03.1520|277.78917|-02.96238
    2687|G028.6387+03.4931|277.78997|-02.21900
    2688|G029.6413+04.0098|277.79023|-01.09296
    2689|G028.3614+03.3494|277.79036|-02.53088
    2690|G028.8163+03.5832|277.79137|-02.02017
    2691|G028.7804+03.5634|277.79258|-02.06104
    2692|G028.6676+03.5050|277.79269|-02.18787
    2693|G028.0397+03.1803|277.79283|-02.89386
    2694|G028.9448+03.6479|277.79289|-01.87652
    2695|G028.7781+03.5618|277.79295|-02.06387
    2696|G028.7185+03.5309|277.79305|-02.13089
    2697|G029.1644+03.7609|277.79307|-01.62996
    2698|G027.9424+03.1294|277.79334|-03.00355
    2699|G028.1072+03.2144|277.79357|-02.81828
    2700|G028.0134+03.1655|277.79388|-02.92392
    2701|G028.7424+03.5418|277.79429|-02.10471
    2702|G028.7836+03.5627|277.79469|-02.05856
    2703|G028.8012+03.5709|277.79538|-02.03919
    2704|G028.7094+03.5235|277.79539|-02.14236
    2705|G029.3994+03.8794|277.79540|-01.36720
    2706|G028.8102+03.5756|277.79543|-02.02904
    2707|G028.7472+03.5423|277.79610|-02.10020
    2708|G028.0415+03.1763|277.79723|-02.89408
    2709|G028.8542+03.5955|277.79790|-01.98091
    2710|G029.1792+03.7628|277.79813|-01.61599
    2711|G028.6027+03.4648|277.79860|-02.26394
    2712|G029.3636+03.8570|277.79896|-01.40928
    2713|G028.6348+03.4807|277.79920|-02.22816
    2714|G028.8131+03.5727|277.79927|-02.02779
    2715|G028.7106+03.5195|277.79950|-02.14311
    2716|G028.7839+03.5572|277.79962|-02.06082
    2717|G028.6457+03.4857|277.79980|-02.21616
    2718|G029.3584+03.8533|277.79982|-01.41551
    2719|G028.7438+03.5360|277.80013|-02.10606
    2720|G029.5117+03.9317|277.80031|-01.24369
    2721|G028.6906+03.5083|277.80032|-02.16600
    2722|G028.3768+03.3460|277.80051|-02.51881
    2723|G029.2842+03.8135|277.80127|-01.49963
    2724|G029.0473+03.6912|277.80136|-01.76575
    2725|G028.2102+03.2587|277.80150|-02.70663
    2726|G029.0866+03.7111|277.80170|-01.72182
    2727|G028.8457+03.5868|277.80171|-01.99247
    2728|G028.7806+03.5530|277.80186|-02.06562
    2729|G029.3383+03.8405|277.80200|-01.43923
    2730|G028.7780+03.5514|277.80214|-02.06870
    2731|G029.5594+03.9541|277.80230|-01.19115
    2732|G027.9125+03.1036|277.80253|-03.04188
    2733|G028.9013+03.6145|277.80259|-01.93043
    2734|G029.0886+03.7111|277.80261|-01.72003
    2735|G029.1143+03.7241|277.80285|-01.69133
    2736|G029.0662+03.6992|277.80286|-01.74535
    2737|G028.7155+03.5177|277.80339|-02.13956
    2738|G028.8473+03.5852|277.80387|-01.99177
    2739|G028.8381+03.5803|277.80406|-02.00215
    2740|G029.2683+03.8020|277.80414|-01.51894
    2741|G028.1065+03.2013|277.80484|-02.82494
    2742|G028.1183+03.2069|277.80532|-02.81195
    2743|G028.7884+03.5531|277.80536|-02.05867
    2744|G028.8048+03.5615|277.80546|-02.04034
    2745|G028.7842+03.5508|277.80555|-02.06349
    2746|G028.6477+03.4801|277.80573|-02.21703
    2747|G028.6220+03.4667|277.80579|-02.24588
    2748|G029.5823+03.9616|277.80606|-01.16740
    2749|G027.9420+03.1144|277.80647|-03.01077
    2750|G028.4899+03.3969|277.80718|-02.39514
    2751|G028.3181+03.3081|277.80722|-02.58822
    2752|G028.6203+03.4630|277.80833|-02.24913
    2753|G028.7402+03.5245|277.80864|-02.11460
    2754|G029.2802+03.8029|277.80879|-01.50798
    2755|G028.9032+03.6084|277.80884|-01.93154
    2756|G028.7398+03.5234|277.80946|-02.11543
    2757|G028.5591+03.4296|277.80993|-02.31876
    2758|G028.2613+03.2753|277.81023|-02.65367
    2759|G029.1116+03.7143|277.81035|-01.69815
    2760|G028.4342+03.3643|277.81059|-02.45945
    2761|G028.6688+03.4853|277.81077|-02.19589
    2762|G028.8492+03.5784|277.81080|-01.99321
    2763|G028.6944+03.4981|277.81114|-02.16731
    2764|G028.7867+03.5452|277.81162|-02.06388
    2765|G028.2673+03.2766|277.81184|-02.64778
    2766|G028.9171+03.6118|277.81226|-01.91766
    2767|G028.2088+03.2454|277.81264|-02.71400
    2768|G028.7614+03.5301|277.81346|-02.09321
    2769|G028.4912+03.3905|277.81346|-02.39690
    2770|G029.5596+03.9416|277.81349|-01.19666
    2771|G028.6761+03.4856|277.81382|-02.18928
    2772|G028.5728+03.4320|277.81409|-02.30548
    2773|G028.6312+03.4621|277.81416|-02.23992
    2774|G028.6361+03.4646|277.81417|-02.23439
    2775|G028.5059+03.3971|277.81438|-02.38083
    2776|G029.0054+03.6548|277.81452|-01.81965
    2777|G028.5246+03.4061|277.81489|-02.36014
    2778|G028.1837+03.2299|277.81495|-02.74341
    2779|G028.7275+03.5103|277.81547|-02.13235
    2780|G029.4001+03.8570|277.81567|-01.37688
    2781|G028.7827+03.5384|277.81582|-02.07051
    2782|G028.5933+03.4402|277.81617|-02.28351
    2783|G028.6814+03.4856|277.81626|-02.18460
    2784|G028.7853+03.5389|277.81655|-02.06799
    2785|G029.2490+03.7780|277.81667|-01.54707
    2786|G028.3575+03.3177|277.81675|-02.54892
    2787|G028.8795+03.5872|277.81689|-01.96233
    2788|G028.6837+03.4861|277.81691|-02.18233
    2789|G028.2846+03.2797|277.81702|-02.63102
    2790|G028.9529+03.6248|277.81708|-01.87992
    2791|G028.7282+03.5088|277.81714|-02.13242
    2792|G028.7505+03.5203|277.81715|-02.10739
    2793|G029.3169+03.8122|277.81738|-01.47122
    2794|G028.4795+03.3796|277.81777|-02.41226
    2795|G028.7716+03.5302|277.81803|-02.08407
    2796|G028.9262+03.6100|277.81803|-01.91044
    2797|G029.2736+03.7889|277.81824|-01.52036
    2798|G029.2616+03.7825|277.81845|-01.53389
    2799|G028.6119+03.4470|277.81871|-02.26391
    2800|G028.7947+03.5413|277.81875|-02.05854
    2801|G029.2175+03.7594|277.81878|-01.58358
    2802|G028.5865+03.4336|277.81895|-02.29263
    2803|G028.7882+03.5374|277.81924|-02.06612
    2804|G029.4388+03.8728|277.81925|-01.33535
    2805|G028.0065+03.1332|277.81943|-02.94501
    2806|G029.2165+03.7581|277.81945|-01.58501
    2807|G028.2774+03.2728|277.81991|-02.64059
    2808|G028.6362+03.4581|277.81996|-02.23733
    2809|G028.5955+03.4365|277.82050|-02.28327
    2810|G028.4924+03.3831|277.82058|-02.39927
    2811|G028.7416+03.5114|277.82092|-02.11936
    2812|G028.7258+03.5033|277.82094|-02.13706
    2813|G028.8007+03.5414|277.82144|-02.05321
    2814|G029.0352+03.6620|277.82175|-01.78986
    2815|G029.4804+03.8914|277.82182|-01.28989
    2816|G028.8488+03.5657|277.82192|-01.99942
    2817|G029.4252+03.8627|277.82205|-01.35208
    2818|G028.9768+03.6316|277.82205|-01.85561
    2819|G028.5051+03.3877|277.82236|-02.38585
    2820|G028.8119+03.5457|277.82267|-02.04129
    2821|G028.8995+03.5909|277.82276|-01.94284
    2822|G028.8224+03.5508|277.82300|-02.02965
    2823|G028.1120+03.1833|277.82337|-02.82836
    2824|G028.6328+03.4522|277.82361|-02.24303
    2825|G028.7585+03.5166|277.82406|-02.10196
    2826|G029.4094+03.8522|277.82421|-01.37085
    2827|G028.7540+03.5135|277.82480|-02.10738
    2828|G028.0591+03.1542|277.82490|-02.88866
    2829|G028.1144+03.1825|277.82524|-02.82660
    2830|G028.3978+03.3289|277.82528|-02.50805
    2831|G028.5459+03.4053|277.82546|-02.34161
    2832|G029.3977+03.8447|277.82551|-01.38471
    2833|G028.7407+03.5056|277.82567|-02.12280
    2834|G028.5447+03.4043|277.82574|-02.34316
