recno|MIRES|RAJ2000|DEJ2000
   19253|G291.7351-00.8886|168.73029|-61.64421
   19254|G291.6258-00.6068|168.73172|-61.34194
   19255|G291.4894-00.2512|168.73667|-60.96107
   19256|G291.6826-00.7446|168.73765|-61.49096
   19257|G291.6735-00.7129|168.74403|-61.45815
   19258|G291.7462-00.8821|168.75709|-61.64215
   19259|G291.5677-00.4244|168.75725|-61.15094
   19260|G291.5621-00.4085|168.75839|-61.13400
   19261|G291.5255-00.3125|168.76008|-61.03131
   19262|G291.5901-00.4752|168.76224|-61.20634
   19263|G291.5769-00.4406|168.76264|-61.16934
   19264|G291.5775-00.4391|168.76508|-61.16811
   19265|G291.6082-00.5165|168.76605|-61.25138
   19266|G291.6099-00.5177|168.76834|-61.25312
   19267|G291.6685-00.6661|168.76977|-61.41268
   19268|G291.5790-00.4361|168.77023|-61.16586
   19269|G291.5798-00.4379|168.77036|-61.16785
   19270|G291.5796-00.4344|168.77261|-61.16452
   19271|G291.5790-00.4312|168.77379|-61.16135
   19272|G291.5555-00.3700|168.77450|-61.09581
   19273|G291.6836-00.6978|168.77520|-61.44772
   19274|G291.5886-00.4507|168.77772|-61.18298
   19275|G291.6989-00.7331|168.77822|-61.48614
   19276|G291.6443-00.5847|168.78454|-61.32812
   19277|G291.6592-00.6228|168.78456|-61.36899
   19278|G291.5859-00.4305|168.78782|-61.16318
   19279|G291.5979-00.4605|168.78832|-61.19551
   19280|G291.6970-00.7137|168.78932|-61.46737
   19281|G291.6776-00.6634|168.78951|-61.41350
   19282|G291.7404-00.8223|168.79136|-61.58439
   19283|G291.5896-00.4314|168.79429|-61.16536
   19284|G291.6536-00.5943|168.79531|-61.34042
   19285|G291.5079-00.2154|168.79895|-60.93446
   19286|G291.7555-00.8502|168.79957|-61.61580
   19287|G291.5510-00.3176|168.80522|-61.04536
   19288|G291.5300-00.2633|168.80549|-60.98706
   19289|G291.6413-00.5445|168.80892|-61.28954
   19290|G291.5848-00.3979|168.81013|-61.13240
   19291|G291.6580-00.5847|168.81103|-61.33301
   19292|G291.6237-00.4821|168.82193|-61.22493
   19293|G291.6274-00.4907|168.82279|-61.23432
   19294|G291.6237-00.4803|168.82335|-61.22335
   19295|G291.6305-00.4966|168.82427|-61.24096
   19296|G291.7453-00.7912|168.82464|-61.55709
   19297|G291.6107-00.4410|168.82779|-61.18201
   19298|G291.6249-00.4667|168.83595|-61.21111
   19299|G291.6279-00.4734|168.83661|-61.21835
   19300|G291.6073-00.4186|168.83809|-61.15983
   19301|G291.5616-00.3001|168.83874|-61.03283
   19302|G291.7137-00.6895|168.84016|-61.45088
   19303|G291.6443-00.5061|168.84378|-61.25480
   19304|G291.6383-00.4892|168.84482|-61.23690
   19305|G291.6711-00.5693|168.84811|-61.32347
   19306|G291.6487-00.5059|168.85250|-61.25618
   19307|G291.5991-00.3729|168.85644|-61.11427
   19308|G291.7278-00.7038|168.85687|-61.46938
   19309|G291.6489-00.4996|168.85751|-61.25045
   19310|G291.6820-00.5848|168.85772|-61.34181
   19311|G291.7463-00.7365|168.86813|-61.50653
   19312|G291.6644-00.5133|168.87742|-61.26878
   19313|G291.7261-00.6717|168.87784|-61.43878
   19314|G291.7636-00.7605|168.88367|-61.53516
   19315|G291.7084-00.6111|168.88924|-61.37590
   19316|G291.7626-00.7485|168.89086|-61.52354
   19317|G291.7059-00.5981|168.89401|-61.36284
   19318|G291.6792-00.5247|168.89753|-61.28481
   19319|G291.6574-00.4629|168.90167|-61.21928
   19320|G291.6808-00.5196|168.90452|-61.28058
   19321|G291.7130-00.5995|168.90685|-61.36674
   19322|G291.6197-00.3563|168.90867|-61.10630
   19323|G291.7680-00.7339|168.91256|-61.51192
   19324|G291.6217-00.3495|168.91760|-61.10065
   19325|G291.6935-00.5267|168.92379|-61.29187
   19326|G291.6945-00.5270|168.92539|-61.29243
   19327|G291.5921-00.2584|168.92859|-61.00505
   19328|G291.7578-00.6838|168.93043|-61.46151
   19329|G291.6499-00.4021|168.93269|-61.15989
   19330|G291.6862-00.4878|168.93887|-61.25290
   19331|G291.7105-00.5498|168.93936|-61.31950
   19332|G291.7037-00.5307|168.94055|-61.29926
   19333|G291.7224-00.5787|168.94083|-61.35072
   19334|G291.7162-00.5611|168.94197|-61.33206
   19335|G291.6844-00.4779|168.94276|-61.24298
   19336|G291.7449-00.6299|168.94610|-61.40659
   19337|G291.6517-00.3823|168.95094|-61.14209
   19338|G291.5963-00.2381|168.95166|-60.98755
   19339|G291.6891-00.4754|168.95375|-61.24234
   19340|G291.6796-00.4434|168.95924|-61.20911
   19341|G291.6354-00.3243|168.96284|-61.08206
   19342|G291.6840-00.4442|168.96730|-61.21141
   19343|G291.7530-00.6154|168.97275|-61.39598
   19344|G291.6948-00.4643|168.97308|-61.23406
   19345|G291.6823-00.4265|168.97717|-61.19436
   19346|G291.6579-00.3612|168.97881|-61.12462
   19347|G291.7152-00.5039|168.98304|-61.27841
   19348|G291.7433-00.5622|168.99393|-61.34286
   19349|G291.6877-00.4028|169.00526|-61.17411
   19350|G291.7073-00.4491|169.00862|-61.22440
   19351|G291.7290-00.5015|169.01153|-61.28110
   19352|G291.6971-00.4075|169.01994|-61.18194
   19353|G291.7598-00.5691|169.02090|-61.35524
   19354|G291.7335-00.4918|169.02754|-61.27368
   19355|G291.7120-00.4295|169.03246|-61.20784
   19356|G291.7464-00.5160|169.03452|-61.30088
   19357|G291.7134-00.4282|169.03609|-61.20713
   19358|G291.7103-00.4145|169.04032|-61.19321
   19359|G291.6910-00.3602|169.04347|-61.13563
   19360|G291.7179-00.4261|169.04649|-61.20679
   19361|G291.7623-00.5372|169.04957|-61.32636
   19362|G291.7693-00.5199|169.07606|-61.31273
   19363|G291.7656-00.5011|169.08300|-61.29386
   19364|G291.6842-00.2801|169.08980|-61.05840
   19365|G291.6876-00.2744|169.10070|-61.05430
   19366|G291.7398-00.3881|169.11723|-61.17915
   19367|G291.7581-00.3680|169.16758|-61.16692
   19368|G291.7696-00.3858|169.17658|-61.18766
   19369|G291.7149-00.2372|169.18074|-61.02934
   19370|G291.7355-00.2674|169.19828|-61.06495
   19371|G291.7597-00.3142|169.21043|-61.11723
   19372|G291.7577-00.3080|169.21111|-61.11076
   19373|G291.7680-00.3270|169.21695|-61.13221
   19374|G291.7286-00.2166|169.22228|-61.01500
   19375|G291.7317-00.2217|169.22461|-61.02087
   19376|G291.7418-00.2436|169.22784|-61.04494
   19377|G291.7410-00.2348|169.23288|-61.03640
   19378|G291.7651-00.2865|169.24129|-61.09331
   19379|G173.4516-01.8020|080.47278|+33.45264
   19380|G173.3775-01.7509|080.47286|+33.54269
   19381|G173.4010-01.7663|080.47361|+33.51458
   19382|G173.5183-01.8467|080.47411|+33.37238
   19383|G173.4561-01.8031|080.47481|+33.44827
   19384|G173.3396-01.7224|080.47528|+33.59000
   19385|G173.4553-01.8015|080.47586|+33.44988
   19386|G173.4643-01.8073|080.47619|+33.43913
   19387|G173.3418-01.7229|080.47619|+33.58789
   19388|G173.5370-01.8570|080.47661|+33.35119
   19389|G173.4477-01.7954|080.47665|+33.45955
   19390|G173.4171-01.7736|080.47740|+33.49717
   19391|G173.4017-01.7628|080.47757|+33.51597
   19392|G173.4302-01.7824|080.47765|+33.48138
   19393|G173.4552-01.7986|080.47860|+33.45166
   19394|G173.4886-01.8214|080.47877|+33.41121
   19395|G173.4114-01.7680|080.47898|+33.50505
   19396|G173.4259-01.7768|080.48024|+33.48805
   19397|G173.4255-01.7760|080.48074|+33.48891
   19398|G173.5898-01.8881|080.48182|+33.29010
   19399|G173.6380-01.9213|080.48182|+33.23158
   19400|G173.3885-01.7492|080.48202|+33.53455
   19401|G173.4003-01.7558|080.48349|+33.52110
   19402|G173.4441-01.7836|080.48586|+33.46919
   19403|G173.5612-01.8630|080.48711|+33.32785
   19404|G173.4647-01.7965|080.48715|+33.44496
   19405|G173.4757-01.8037|080.48744|+33.43186
   19406|G173.5355-01.8448|080.48760|+33.35933
   19407|G173.3646-01.7260|080.48861|+33.56738
   19408|G173.6026-01.8898|080.48881|+33.27861
   19409|G173.3825-01.7377|080.48928|+33.54597
   19410|G173.3991-01.7490|080.48945|+33.52591
   19411|G173.3448-01.7115|080.48956|+33.59188
   19412|G173.3985-01.7470|080.49095|+33.52755
   19413|G173.5145-01.8263|080.49156|+33.38705
   19414|G173.5291-01.8361|080.49190|+33.36950
   19415|G173.4917-01.8099|080.49231|+33.41513
   19416|G173.3822-01.7344|080.49232|+33.54816
   19417|G173.4269-01.7651|080.49240|+33.49389
   19418|G173.4568-01.7847|080.49344|+33.45819
   19419|G173.5460-01.8460|080.49357|+33.35006
   19420|G173.3735-01.7270|080.49369|+33.55950
   19421|G173.3703-01.7248|080.49382|+33.56336
   19422|G173.3774-01.7294|080.49406|+33.55488
   19423|G173.4358-01.7692|080.49444|+33.48427
   19424|G173.6514-01.9161|080.49599|+33.22353
   19425|G173.4277-01.7613|080.49678|+33.49538
   19426|G173.4525-01.7781|080.49703|+33.46552
   19427|G173.4047-01.7450|080.49720|+33.52360
   19428|G173.4717-01.7899|080.49840|+33.44293
   19429|G173.5286-01.8289|080.49865|+33.37402
   19430|G173.4714-01.7893|080.49886|+33.44355
   19431|G173.5190-01.8219|080.49899|+33.38586
   19432|G173.4955-01.8054|080.49928|+33.41455
   19433|G173.3942-01.7342|080.50073|+33.53836
   19434|G173.3972-01.7361|080.50082|+33.53480
   19435|G173.3659-01.7142|080.50119|+33.57302
   19436|G173.4752-01.7891|080.50158|+33.44052
   19437|G173.3950-01.7339|080.50160|+33.53789
   19438|G173.4614-01.7786|080.50257|+33.45788
   19439|G173.4329-01.7582|080.50332|+33.49291
   19440|G173.6503-01.9064|080.50482|+33.22983
   19441|G173.5605-01.8445|080.50486|+33.33894
   19442|G173.4161-01.7448|080.50515|+33.51432
   19443|G173.4993-01.8020|080.50520|+33.41336
   19444|G173.6057-01.8750|080.50548|+33.28443
   19445|G173.3988-01.7321|080.50595|+33.53572
   19446|G173.5940-01.8662|080.50624|+33.29899
   19447|G173.4765-01.7848|080.50674|+33.44197
   19448|G173.5034-01.8032|080.50689|+33.40933
   19449|G173.4160-01.7427|080.50716|+33.51555
   19450|G173.4979-01.7989|080.50732|+33.41630
   19451|G173.6437-01.8992|080.50741|+33.23944
   19452|G173.5108-01.8077|080.50749|+33.40069
   19453|G173.5618-01.8425|080.50770|+33.33894
   19454|G173.5956-01.8655|080.50794|+33.29811
   19455|G173.3769-01.7148|080.50811|+33.56356
   19456|G173.4355-01.7548|080.50849|+33.49272
   19457|G173.6250-01.8851|080.50861|+33.26275
   19458|G173.5466-01.8309|080.50886|+33.35808
   19459|G173.5529-01.8348|080.50923|+33.35063
   19460|G173.3928-01.7226|080.51127|+33.54611
   19461|G173.4718-01.7756|080.51261|+33.45105
   19462|G173.6067-01.8682|080.51290|+33.28747
   19463|G173.6498-01.8958|080.51490|+33.23628
   19464|G173.4479-01.7566|080.51515|+33.48141
   19465|G173.5159-01.8021|080.51640|+33.39966
   19466|G173.3522-01.6892|080.51656|+33.59850
   19467|G173.3996-01.7217|080.51674|+33.54103
   19468|G173.6043-01.8626|080.51677|+33.29261
   19469|G173.4039-01.7244|080.51703|+33.53597
   19470|G173.3798-01.7077|080.51715|+33.56525
   19471|G173.5843-01.8480|080.51753|+33.31733
   19472|G173.5774-01.8431|080.51769|+33.32577
   19473|G173.4391-01.7479|080.51773|+33.49363
   19474|G173.4288-01.7407|080.51778|+33.50619
   19475|G173.6284-01.8770|080.51894|+33.26461
   19476|G173.6012-01.8581|080.51902|+33.29769
   19477|G173.6575-01.8965|080.51940|+33.22957
   19478|G173.5978-01.8552|080.51961|+33.30216
   19479|G173.6473-01.8893|080.51961|+33.24205
   19480|G173.5927-01.8516|080.51969|+33.30841
   19481|G173.3602-01.6915|080.51974|+33.59055
   19482|G173.5379-01.8136|080.52002|+33.37499
   19483|G173.5341-01.8108|080.52015|+33.37977
   19484|G173.4942-01.7832|080.52032|+33.42821
   19485|G173.5095-01.7917|080.52236|+33.41083
   19486|G173.3888-01.7077|080.52319|+33.55783
   19487|G173.5977-01.8513|080.52345|+33.30447
   19488|G173.3780-01.6992|080.52424|+33.57158
   19489|G173.4899-01.7754|080.52511|+33.43616
   19490|G173.3685-01.6914|080.52553|+33.58377
   19491|G173.4006-01.7132|080.52578|+33.54499
   19492|G173.4656-01.7579|080.52582|+33.46611
   19493|G173.5617-01.8232|080.52673|+33.35000
   19494|G173.4272-01.7306|080.52673|+33.51318
   19495|G173.6527-01.8855|080.52703|+33.23978
   19496|G173.5442-01.8105|080.52728|+33.37161
   19497|G173.4657-01.7558|080.52798|+33.46728
   19498|G173.6095-01.8547|080.52806|+33.29280
   19499|G173.3953-01.7072|080.52819|+33.55275
   19500|G173.6457-01.8785|080.52915|+33.24952
   19501|G173.4055-01.7124|080.52994|+33.54141
   19502|G173.5199-01.7910|080.53002|+33.40266
   19503|G173.5880-01.8379|080.53003|+33.32003
   19504|G173.5550-01.8151|080.53011|+33.36008
   19505|G173.6047-01.8489|080.53048|+33.30002
   19506|G173.5468-01.8078|080.53173|+33.37096
   19507|G173.4801-01.7615|080.53215|+33.45211
   19508|G173.6353-01.8683|080.53219|+33.26380
   19509|G173.5024-01.7765|080.53249|+33.42528
   19510|G173.3611-01.6788|080.53294|+33.59708
   19511|G173.4762-01.7580|080.53299|+33.45738
   19512|G173.3739-01.6868|080.53373|+33.58191
   19513|G173.6246-01.8590|080.53407|+33.27785
   19514|G173.5217-01.7881|080.53415|+33.40283
   19515|G173.4894-01.7657|080.53432|+33.44211
   19516|G173.5504-01.8073|080.53469|+33.36827
   19517|G173.4901-01.7655|080.53499|+33.44161
   19518|G173.3685-01.6815|080.53528|+33.58944
   19519|G173.4973-01.7702|080.53528|+33.43311
   19520|G173.6034-01.8429|080.53557|+33.30449
   19521|G173.6264-01.8579|080.53636|+33.27703
   19522|G173.4749-01.7535|080.53644|+33.46099
   19523|G173.5521-01.8057|080.53745|+33.36777
   19524|G173.5450-01.8006|080.53764|+33.37652
   19525|G173.3824-01.6885|080.53782|+33.57396
   19526|G173.3785-01.6852|080.53844|+33.57910
   19527|G173.3904-01.6933|080.53857|+33.56472
   19528|G173.5411-01.7967|080.53886|+33.38194
   19529|G173.4960-01.7656|080.53891|+33.43672
   19530|G173.6290-01.8569|080.53911|+33.27553
   19531|G173.4797-01.7531|080.54015|+33.45722
   19532|G173.4928-01.7620|080.54028|+33.44146
   19533|G173.4915-01.7609|080.54052|+33.44313
   19534|G173.3870-01.6884|080.54112|+33.57027
   19535|G173.5620-01.8087|080.54123|+33.35799
   19536|G173.6120-01.8429|080.54141|+33.29744
   19537|G173.6218-01.8484|080.54257|+33.28624
   19538|G173.5324-01.7868|080.54269|+33.39474
   19539|G173.5848-01.8227|080.54278|+33.33127
   19540|G173.4313-01.7168|080.54306|+33.51769
   19541|G173.4965-01.7608|080.54394|+33.43908
   19542|G173.4307-01.7135|080.54599|+33.52002
   19543|G173.3670-01.6696|080.54612|+33.59741
   19544|G173.5047-01.7623|080.54803|+33.43144
   19545|G173.5265-01.7769|080.54853|+33.40525
   19546|G173.6186-01.8397|080.54907|+33.29380
   19547|G173.6505-01.8614|080.54928|+33.25520
   19548|G173.4572-01.7275|080.55019|+33.49033
   19549|G173.6454-01.8569|080.55027|+33.26199
   19550|G173.5863-01.8160|080.55049|+33.33383
   19551|G173.5846-01.8146|080.55074|+33.33605
   19552|G173.4072-01.6919|080.55140|+33.55164
   19553|G173.3846-01.6763|080.55145|+33.57911
   19554|G173.5060-01.7590|080.55224|+33.43230
   19555|G173.4970-01.7521|080.55286|+33.44361
   19556|G173.4090-01.6911|080.55340|+33.55066
   19557|G173.5086-01.7592|080.55373|+33.43000
   19558|G173.4831-01.7404|080.55502|+33.46166
   19559|G173.5198-01.7655|080.55523|+33.41718
   19560|G173.4331-01.7049|080.55616|+33.52291
   19561|G173.5112-01.7563|080.55836|+33.42950
   19562|G173.4674-01.7258|080.55882|+33.48286
   19563|G173.5104-01.7553|080.55890|+33.43075
   19564|G173.5182-01.7598|080.55970|+33.42177
   19565|G173.6588-01.8564|080.55974|+33.25124
   19566|G173.5468-01.7793|080.55994|+33.38717
   19567|G173.4905-01.7405|080.55994|+33.45552
   19568|G173.6556-01.8535|080.56044|+33.25549
   19569|G173.4004-01.6777|080.56077|+33.56530
   19570|G173.5523-01.7820|080.56094|+33.38108
   19571|G173.4458-01.7088|080.56095|+33.51030
   19572|G173.6155-01.8253|080.56111|+33.30452
   19573|G173.4870-01.7367|080.56128|+33.46052
   19574|G173.5488-01.7789|080.56169|+33.38572
   19575|G173.5387-01.7698|080.56382|+33.39918
   19576|G173.6333-01.8347|080.56390|+33.28453
   19577|G173.3838-01.6628|080.56419|+33.58739
   19578|G173.5535-01.7788|080.56486|+33.38194
   19579|G173.4537-01.7098|080.56532|+33.50322
   19580|G173.5617-01.7840|080.56536|+33.37221
   19581|G173.3835-01.6612|080.56556|+33.58855
   19582|G173.4981-01.7392|080.56636|+33.44996
   19583|G173.6721-01.8587|080.56653|+33.23897
   19584|G173.6406-01.8369|080.56673|+33.27725
   19585|G173.5961-01.8045|080.56849|+33.33228
   19586|G173.5618-01.7796|080.56977|+33.37469
   19587|G173.6141-01.8152|080.57006|+33.31136
   19588|G173.6016-01.8065|080.57015|+33.32661
   19589|G173.6750-01.8565|080.57065|+33.23777
   19590|G173.5384-01.7623|080.57103|+33.40369
   19591|G173.4293-01.6867|080.57152|+33.53643
   19592|G173.4614-01.7083|080.57207|+33.49772
   19593|G173.5379-01.7607|080.57223|+33.40500
   19594|G173.4960-01.7317|080.57236|+33.45597
   19595|G173.4311-01.6867|080.57273|+33.53494
   19596|G173.5312-01.7550|080.57328|+33.41371
   19597|G173.5734-01.7834|080.57386|+33.36291
   19598|G173.5353-01.7569|080.57420|+33.40939
   19599|G173.6682-01.8469|080.57557|+33.24889
   19600|G173.5395-01.7579|080.57598|+33.40530
   19601|G173.6240-01.8158|080.57619|+33.30291
   19602|G173.4194-01.6752|080.57619|+33.55105
   19603|G173.6748-01.8503|080.57665|+33.24155
   19604|G173.4892-01.7225|080.57690|+33.46677
   19605|G173.5573-01.7690|080.57719|+33.38436
   19606|G173.4890-01.7212|080.57798|+33.46766
   19607|G173.4437-01.6899|080.57815|+33.52278
   19608|G173.4297-01.6799|080.57853|+33.53988
   19609|G173.5343-01.7518|080.57857|+33.41299
   19610|G173.4488-01.6922|080.57936|+33.51718
   19611|G173.5272-01.7455|080.57990|+33.42244
   19612|G173.4759-01.7097|080.58045|+33.48497
   19613|G173.5747-01.7776|080.58049|+33.36513
   19614|G173.4595-01.6981|080.58082|+33.50510
   19615|G173.4804-01.7113|080.58195|+33.48038
   19616|G173.4346-01.6798|080.58199|+33.53597
   19617|G173.5473-01.7567|080.58249|+33.39952
   19618|G173.4864-01.7139|080.58344|+33.47400
   19619|G173.6835-01.8494|080.58345|+33.23488
   19620|G173.4150-01.6644|080.58382|+33.56085
   19621|G173.5859-01.7815|080.58420|+33.35375
   19622|G173.3938-01.6481|080.58552|+33.58755
   19623|G173.6004-01.7895|080.58611|+33.33725
   19624|G173.6783-01.8413|080.58791|+33.24372
   19625|G173.4021-01.6510|080.58840|+33.57902
   19626|G173.4559-01.6867|080.58957|+33.51450
   19627|G173.5905-01.7789|080.58990|+33.35141
   19628|G173.5118-01.7245|080.59027|+33.44702
   19629|G173.5187-01.7272|080.59223|+33.43977
   19630|G173.6685-01.8301|080.59227|+33.25819
   19631|G173.4405-01.6733|080.59236|+33.53474
   19632|G173.4746-01.6964|080.59270|+33.49355
   19633|G173.4333-01.6677|080.59294|+33.54388
   19634|G173.5006-01.7131|080.59381|+33.46272
   19635|G173.6682-01.8279|080.59427|+33.25960
   19636|G173.5672-01.7576|080.59511|+33.38266
   19637|G173.5788-01.7652|080.59545|+33.36880
   19638|G173.6747-01.8312|080.59545|+33.25238
   19639|G173.4549-01.6798|080.59573|+33.51922
   19640|G173.6053-01.7831|080.59577|+33.33677
   19641|G173.6830-01.8357|080.59657|+33.24308
   19642|G173.5733-01.7603|080.59657|+33.37614
   19643|G173.4800-01.6952|080.59757|+33.48978
   19644|G173.4103-01.6463|080.59853|+33.57494
   19645|G173.4290-01.6584|080.59928|+33.55272
   19646|G173.6272-01.7946|080.59931|+33.31233
   19647|G173.4309-01.6594|080.59956|+33.55058
   19648|G173.5699-01.7548|080.59973|+33.38197
   19649|G173.4066-01.6424|080.59994|+33.58021
   19650|G173.5643-01.7505|080.60011|+33.38908
   19651|G173.6311-01.7960|080.60057|+33.30822
   19652|G173.6791-01.8290|080.60061|+33.25003
   19653|G173.5364-01.7307|080.60073|+33.42324
   19654|G173.6524-01.8099|080.60127|+33.28289
   19655|G173.6147-01.7836|080.60169|+33.32885
   19656|G173.4317-01.6578|080.60178|+33.55081
   19657|G173.4607-01.6771|080.60236|+33.51602
   19658|G173.3905-01.6276|080.60365|+33.60183
   19659|G173.6934-01.8354|080.60394|+33.23466
   19660|G173.6878-01.8305|080.60490|+33.24205
   19661|G173.5692-01.7478|080.60615|+33.38655
   19662|G173.4651-01.6752|080.60727|+33.51341
   19663|G173.4717-01.6794|080.60757|+33.50564
   19664|G173.6910-01.8296|080.60794|+33.23988
   19665|G173.5632-01.7418|080.60807|+33.39488
   19666|G173.4982-01.6950|080.61011|+33.47488
   19667|G173.5227-01.7100|080.61199|+33.44628
   19668|G173.5497-01.7284|080.61211|+33.41361
   19669|G173.5328-01.7167|080.61219|+33.43413
   19670|G173.5293-01.7135|080.61294|+33.43885
   19671|G173.4996-01.6930|080.61303|+33.47488
   19672|G173.6021-01.7629|080.61348|+33.35091
   19673|G173.6538-01.7971|080.61486|+33.28894
   19674|G173.6600-01.8010|080.61524|+33.28163
   19675|G173.4878-01.6825|080.61545|+33.49058
   19676|G173.6074-01.7642|080.61591|+33.34577
   19677|G173.4733-01.6719|080.61607|+33.50855
   19678|G173.7068-01.8313|080.61703|+33.22597
   19679|G173.5347-01.7125|080.61761|+33.43493
   19680|G173.5184-01.7012|080.61778|+33.45480
   19681|G173.4283-01.6389|080.61807|+33.56428
   19682|G173.4883-01.6802|080.61807|+33.49147
   19683|G173.5581-01.7281|080.61811|+33.40689
   19684|G173.6076-01.7621|080.61811|+33.34686
   19685|G173.6106-01.7638|080.61848|+33.34338
   19686|G173.4201-01.6326|080.61874|+33.57466
   19687|G173.5363-01.7114|080.61978|+33.43430
   19688|G173.6494-01.7890|080.61986|+33.29719
   19689|G173.5907-01.7468|080.62169|+33.36936
   19690|G173.5428-01.7132|080.62244|+33.42788
   19691|G173.6944-01.8165|080.62315|+33.24452
   19692|G173.5748-01.7343|080.62328|+33.38960
   19693|G173.5900-01.7446|080.62344|+33.37119
   19694|G173.5881-01.7429|080.62386|+33.37375
   19695|G173.5450-01.7132|080.62391|+33.42614
   19696|G173.4944-01.6778|080.62453|+33.48785
   19697|G173.4352-01.6370|080.62470|+33.55969
   19698|G173.6520-01.7853|080.62528|+33.29710
   19699|G173.5569-01.7196|080.62565|+33.41263
   19700|G173.5524-01.7159|080.62620|+33.41846
   19701|G173.5655-01.7249|080.62632|+33.40258
   19702|G173.5801-01.7345|080.62673|+33.38511
   19703|G173.5511-01.7135|080.62769|+33.42089
   19704|G173.6447-01.7774|080.62811|+33.30761
   19705|G173.6689-01.7924|080.62977|+33.27916
   19706|G173.5680-01.7226|080.63028|+33.40180
   19707|G173.4901-01.6683|080.63102|+33.49680
   19708|G173.5074-01.6800|080.63119|+33.47583
   19709|G173.6078-01.7488|080.63136|+33.35422
   19710|G173.6777-01.7966|080.63152|+33.26950
   19711|G173.5520-01.7102|080.63157|+33.42200
   19712|G173.6182-01.7550|080.63227|+33.34208
   19713|G173.6800-01.7958|080.63390|+33.26810
   19714|G173.4310-01.6245|080.63420|+33.57019
   19715|G173.5672-01.7177|080.63456|+33.40524
   19716|G173.4660-01.6479|080.63473|+33.52816
   19717|G173.5856-01.7299|080.63490|+33.38316
   19718|G173.6679-01.7863|080.63503|+33.28341
   19719|G173.6019-01.7407|080.63536|+33.36361
   19720|G173.5685-01.7177|080.63544|+33.40419
   19721|G173.6381-01.7652|080.63574|+33.31994
   19722|G173.5890-01.7311|080.63602|+33.37972
   19723|G173.4266-01.6194|080.63627|+33.57675
   19724|G173.5514-01.7047|080.63661|+33.42558
   19725|G173.5956-01.7350|080.63670|+33.37208
   19726|G173.6043-01.7406|080.63712|+33.36172
   19727|G173.5682-01.7156|080.63723|+33.40561
   19728|G173.6050-01.7407|080.63741|+33.36108
   19729|G173.6041-01.7397|080.63782|+33.36243
   19730|G173.5191-01.6811|080.63811|+33.46561
   19731|G173.6467-01.7686|080.63815|+33.31094
   19732|G173.6830-01.7928|080.63882|+33.26730
   19733|G173.5415-01.6950|080.63952|+33.43928
   19734|G173.5392-01.6934|080.63953|+33.44202
   19735|G173.5224-01.6803|080.64111|+33.46336
   19736|G173.5990-01.7327|080.64128|+33.37052
   19737|G173.5841-01.7224|080.64136|+33.38872
   19738|G173.5923-01.7278|080.64148|+33.37886
   19739|G173.4480-01.6288|080.64148|+33.55382
   19740|G173.5734-01.7147|080.64170|+33.40180
   19741|G173.6067-01.7375|080.64174|+33.36147
   19742|G173.5585-01.7041|080.64203|+33.42014
   19743|G173.6339-01.7556|080.64228|+33.32880
   19744|G173.4566-01.6336|080.64258|+33.54402
   19745|G173.5883-01.7237|080.64290|+33.38446
   19746|G173.5901-01.7244|080.64344|+33.38260
   19747|G173.6003-01.7313|080.64353|+33.37027
   19748|G173.6231-01.7464|080.64411|+33.34297
   19749|G173.6425-01.7596|080.64423|+33.31947
   19750|G173.6746-01.7812|080.64465|+33.28077
   19751|G173.5455-01.6925|080.64469|+33.43735
   19752|G173.6030-01.7318|080.64485|+33.36774
   19753|G173.6176-01.7418|080.64486|+33.35011
   19754|G173.4102-01.5992|080.64507|+33.60172
   19755|G173.4626-01.6349|080.64531|+33.53830
   19756|G173.6544-01.7663|080.64557|+33.30591
   19757|G173.6349-01.7525|080.64606|+33.32974
   19758|G173.6034-01.7306|080.64632|+33.36814
   19759|G173.5520-01.6949|080.64665|+33.43069
   19760|G173.6919-01.7907|080.64699|+33.26119
   19761|G173.5702-01.7070|080.64707|+33.40882
   19762|G173.5630-01.7020|080.64711|+33.41760
   19763|G173.6078-01.7324|080.64757|+33.36347
   19764|G173.6083-01.7314|080.64882|+33.36361
   19765|G173.4360-01.6130|080.64894|+33.57261
   19766|G173.6902-01.7874|080.64907|+33.26442
   19767|G173.5213-01.6711|080.64936|+33.46947
   19768|G173.6134-01.7343|080.64944|+33.35777
   19769|G173.4729-01.6378|080.64948|+33.52814
   19830|G173.6222-01.7182|080.67132|+33.35961
   19770|G173.4282-01.6069|080.64969|+33.58255
   19771|G173.5889-01.7164|080.65049|+33.38813
   19772|G173.5110-01.6623|080.65112|+33.48297
   19773|G173.4726-01.6356|080.65145|+33.52964
   19774|G173.4768-01.6376|080.65231|+33.52505
   19775|G173.5489-01.6867|080.65269|+33.43788
   19776|G173.6078-01.7271|080.65282|+33.36647
   19777|G173.5528-01.6891|080.65298|+33.43327
   19778|G173.6481-01.7545|080.65299|+33.31777
   19779|G173.5953-01.7180|080.65324|+33.38194
   19780|G173.5757-01.7045|080.65336|+33.40575
   19781|G173.6099-01.7274|080.65386|+33.36458
   19782|G173.7113-01.7964|080.65448|+33.24197
   19783|G173.4533-01.6192|080.65457|+33.55489
   19784|G173.5966-01.7175|080.65466|+33.38119
   19785|G173.5536-01.6876|080.65503|+33.43347
   19786|G173.5353-01.6750|080.65511|+33.45569
   19787|G173.5991-01.7180|080.65582|+33.37877
   19788|G173.5957-01.7153|080.65619|+33.38311
