recno|RAJ2000|DEJ2000
   22783|161.02024|-59.46124
   22784|161.02037|-59.49621
   22785|161.02052|-59.57876
   22786|161.02059|-59.64536
   22787|161.02082|-59.32179
   22788|161.02104|-59.50744
   22789|161.02119|-59.48997
   22790|161.02125|-59.56150
   22791|161.02156|-59.55886
   22792|161.02160|-59.35458
   22793|161.02160|-59.54226
   22794|161.02165|-59.50391
   22795|161.02165|-59.57052
   22796|161.02169|-59.52248
   22797|161.02174|-59.46620
   22798|161.02174|-59.50769
   22799|161.02181|-59.58990
   22800|161.02189|-59.52632
   22801|161.02205|-59.76207
   22802|161.02239|-59.59566
   22803|161.02241|-59.51210
   22804|161.02242|-59.49475
   22805|161.02279|-59.70461
   22806|161.02284|-59.51630
   22807|161.02287|-59.58418
   22808|161.02290|-59.43733
   22809|161.02335|-59.51602
   22810|161.02350|-59.57594
   22811|161.02396|-59.45228
   22812|161.02400|-59.53723
   22813|161.02414|-59.57494
   22814|161.02416|-59.73157
   22815|161.02416|-59.54850
   22816|161.02430|-59.53085
   22817|161.02431|-59.51114
   22818|161.02434|-59.58657
   22819|161.02440|-59.56293
   22820|161.02441|-59.55145
   22821|161.02464|-59.78014
   22822|161.02464|-59.55063
   22823|161.02488|-59.60021
   22824|161.02498|-59.41479
   22825|161.02503|-59.40606
   22826|161.02524|-59.52131
   22827|161.02564|-59.52155
   22828|161.02574|-59.51383
   22829|161.02593|-59.38164
   22830|161.02595|-59.47311
   22831|161.02596|-59.52529
   22832|161.02597|-59.50186
   22833|161.02598|-59.52445
   22834|161.02615|-59.56733
   22835|161.02615|-59.58618
   22836|161.02617|-59.53795
   22837|161.02629|-59.57158
   22838|161.02637|-59.60160
   22839|161.02641|-59.57751
   22840|161.02644|-59.53389
   22841|161.02668|-59.49654
   22842|161.02679|-59.56024
   22843|161.02680|-59.68363
   22844|161.02687|-59.56044
   22845|161.02687|-59.53291
   22846|161.02717|-59.50547
   22847|161.02723|-59.62204
   22848|161.02742|-59.63586
   22849|161.02750|-59.56813
   22850|161.02754|-59.52454
   22851|161.02755|-59.50950
   22852|161.02760|-59.55684
   22853|161.02772|-59.55764
   22854|161.02774|-59.41154
   22855|161.02792|-59.53010
   22856|161.02813|-59.48939
   22857|161.02824|-59.54296
   29941|168.02786|-61.32197
   22858|161.02837|-59.33275
   22859|161.02847|-59.49474
   22860|161.02850|-59.60320
   22861|161.02911|-59.69643
   22862|161.02915|-59.58522
   22863|161.02919|-59.55279
   22864|161.02924|-59.57638
   22865|161.02933|-59.55182
   22866|161.02947|-59.56509
   22867|161.02952|-59.51967
   22868|161.02954|-59.52091
   22869|161.02972|-59.41881
   22870|161.02995|-59.58722
   22871|161.03000|-59.57306
   22872|161.03006|-59.58829
   22873|161.03028|-59.57515
   22874|161.03033|-59.57497
   22875|161.03049|-59.57546
   22876|161.03056|-59.61651
   22877|161.03092|-59.32387
   22878|161.03097|-59.36893
   22879|161.03106|-59.81295
   22880|161.03107|-59.44336
   22881|161.03153|-59.62439
   22882|161.03162|-59.53792
   22883|161.03176|-59.52619
   22884|161.03186|-59.47974
   22885|161.03195|-59.56207
   22886|161.03222|-59.51796
   22887|161.03248|-59.55227
   22888|161.03337|-59.56632
   22889|161.03350|-59.56223
   22890|161.03360|-59.75622
   22891|161.03366|-59.47262
   22892|161.03377|-59.59701
   22893|161.03380|-59.55151
   22894|161.03408|-59.48436
   22895|161.03409|-59.54629
   22896|161.03410|-59.57400
   22897|161.03411|-59.67696
   22898|161.03412|-59.33316
   22899|161.03444|-59.55364
   22900|161.03455|-59.56036
   22901|161.03463|-59.60826
   22902|161.03497|-59.37739
   22903|161.03513|-59.40698
   22904|161.03521|-59.62590
   22905|161.03571|-59.50203
   22906|161.03577|-59.48959
   22907|161.03584|-59.62112
   22908|161.03615|-59.54960
   22909|161.03615|-59.52977
   22910|161.03616|-59.56356
   22911|161.03619|-59.55485
   22912|161.03631|-59.60284
   22913|161.03636|-59.57488
   22914|161.03654|-59.53498
   22915|161.03685|-59.64176
   22916|161.03687|-59.57624
   22917|161.03697|-59.56238
   22918|161.03697|-59.61401
   22919|161.03718|-59.55563
   22920|161.03723|-59.51936
   22921|161.03730|-59.52563
   22922|161.03758|-59.57338
   22956|161.04195|-59.52590
   22923|161.03767|-59.76075
   22924|161.03768|-59.51912
   22925|161.03785|-59.57650
   22926|161.03793|-59.54504
   22927|161.03807|-59.53017
   22928|161.03810|-59.48408
   22929|161.03813|-59.51158
   22930|161.03831|-59.53448
   22931|161.03868|-59.62177
   22932|161.03881|-59.52673
   22933|161.03932|-59.57366
   22934|161.03996|-59.59184
   22935|161.04001|-59.52870
   22936|161.04013|-59.57407
   22937|161.04039|-59.57070
   22938|161.04064|-59.72743
   22939|161.04071|-59.51906
   22940|161.04085|-59.74669
   22941|161.04105|-59.53449
   22942|161.04108|-59.53736
   22943|161.04113|-59.57592
   22944|161.04118|-59.53350
   22945|161.04125|-59.50544
   22946|161.04136|-59.46793
   22947|161.04137|-59.68710
   22948|161.04149|-59.55953
   22949|161.04150|-59.57671
   22950|161.04153|-59.45057
   22951|161.04157|-59.62903
   22952|161.04160|-59.48313
   22953|161.04165|-59.42009
   22954|161.04186|-59.58577
   22955|161.04189|-59.39451
   22957|161.04204|-59.57790
   22958|161.04215|-59.59746
   22959|161.04216|-59.52538
   22960|161.04236|-59.57473
   22961|161.04241|-59.54952
   22962|161.04246|-59.62808
   22963|161.04249|-59.59851
   22964|161.04254|-59.63139
   22965|161.04277|-59.66556
   22966|161.04286|-59.50026
   22967|161.04288|-59.54769
   22968|161.04299|-59.80482
   22969|161.04301|-59.40882
   22970|161.04309|-59.52827
   22971|161.04332|-59.71977
   22972|161.04336|-59.52284
   22973|161.04342|-59.54833
   22974|161.04342|-59.46155
   22975|161.04343|-59.54020
   22976|161.04358|-59.32297
   22977|161.04362|-59.59058
   22978|161.04365|-59.73133
   22979|161.04413|-59.65624
   22980|161.04433|-59.49007
   22981|161.04456|-59.49942
   22982|161.04464|-59.59242
   22983|161.04470|-59.57763
   22984|161.04499|-59.67031
   22985|161.04513|-59.53929
   22986|161.04530|-59.47310
   22987|161.04539|-59.43484
   22988|161.04545|-59.37001
   22989|161.04567|-59.47545
   30526|080.68674|+33.41691
   22990|161.04581|-59.54412
   22991|161.04606|-59.39074
   22992|161.04607|-59.34075
   22993|161.04621|-59.78747
   22994|161.04653|-59.51372
   22995|161.04654|-59.34409
   22996|161.04655|-59.55791
   22997|161.04655|-59.59421
   22998|161.04658|-59.50751
   22999|161.04674|-59.41557
   23000|161.04677|-59.58844
   23001|161.04680|-59.74603
   23002|161.04702|-59.34365
   23003|161.04709|-59.58212
   23004|161.04719|-59.75936
   23005|161.04742|-59.69602
   23006|161.04760|-59.54254
   23007|161.04762|-59.57627
   23008|161.04767|-59.58239
   23009|161.04768|-59.55661
   23010|161.04775|-59.78439
   23011|161.04778|-59.37644
   23012|161.04788|-59.53167
   23013|161.04806|-59.31737
   23014|161.04808|-59.54232
   23015|161.04822|-59.65466
   23016|161.04836|-59.51662
   23017|161.04851|-59.50620
   23018|161.04857|-59.53614
   23019|161.04869|-59.54291
   23020|161.04882|-59.54069
   23021|161.04892|-59.70547
   23022|161.04897|-59.40866
   23023|161.04912|-59.48511
   23024|161.04914|-59.52513
   23076|161.05581|-59.53970
   23025|161.04918|-59.37945
   23026|161.04918|-59.52578
   23027|161.04921|-59.69516
   23028|161.04930|-59.54099
   23029|161.04950|-59.49555
   23030|161.04953|-59.70645
   23031|161.04957|-59.73747
   23032|161.04989|-59.56420
   23033|161.05007|-59.51810
   23034|161.05045|-59.47670
   23035|161.05067|-59.73997
   23036|161.05091|-59.51752
   23037|161.05093|-59.56209
   23038|161.05113|-59.40651
   23039|161.05114|-59.56473
   23040|161.05115|-59.57350
   23041|161.05117|-59.56318
   23042|161.05151|-59.41627
   23043|161.05164|-59.57116
   23044|161.05182|-59.70352
   23045|161.05186|-59.59571
   23046|161.05210|-59.55089
   23047|161.05211|-59.46661
   23048|161.05214|-59.44144
   23049|161.05215|-59.55581
   23050|161.05219|-59.56986
   23051|161.05224|-59.73093
   23052|161.05247|-59.37652
   23053|161.05247|-59.57017
   23054|161.05249|-59.57504
   23055|161.05260|-59.55893
   23056|161.05328|-59.56845
   23057|161.05342|-59.66028
   23058|161.05342|-59.59949
   23059|161.05354|-59.72588
   23060|161.05362|-59.72908
   23061|161.05362|-59.73853
   23062|161.05369|-59.51551
   23063|161.05378|-59.51242
   23064|161.05394|-59.55911
   23065|161.05423|-59.71971
   23066|161.05424|-59.57698
   23067|161.05427|-59.55524
   23068|161.05429|-59.36499
   23069|161.05430|-59.55610
   23070|161.05471|-59.61900
   23071|161.05499|-59.71950
   23072|161.05503|-59.51437
   23073|161.05511|-59.47620
   23074|161.05513|-59.53795
   23075|161.05546|-59.46328
   23077|161.05600|-59.33631
   23078|161.05602|-59.55912
   23079|161.05602|-59.56730
   23080|161.05606|-59.43014
   23081|161.05606|-59.39836
   23082|161.05623|-59.62316
   23083|161.05630|-59.50427
   23084|161.05663|-59.59749
   23085|161.05669|-59.56101
   23086|161.05669|-59.37104
   23087|161.05689|-59.56124
   23088|161.05707|-59.48084
   23089|161.05709|-59.53231
   23090|161.05716|-59.31758
   23091|161.05725|-59.77742
   23092|161.05750|-59.71586
   23093|161.05761|-59.71121
   23128|161.06200|-59.35722
   23094|161.05764|-59.70682
   23095|161.05770|-59.39149
   23096|161.05786|-59.52516
   23097|161.05797|-59.69139
   23098|161.05824|-59.57706
   23099|161.05850|-59.54796
   23100|161.05854|-59.47141
   23101|161.05857|-59.55917
   23102|161.05885|-59.45475
   23103|161.05888|-59.56930
   23104|161.05903|-59.44383
   23105|161.05935|-59.51180
   23106|161.05938|-59.58394
   23107|161.05948|-59.54318
   23108|161.05962|-59.59089
   23109|161.05973|-59.59239
   23110|161.05975|-59.53873
   23111|161.05999|-59.50324
   23112|161.06003|-59.55405
   23113|161.06007|-59.49636
   23114|161.06030|-59.52274
   23115|161.06030|-59.50920
   23116|161.06036|-59.45649
   23117|161.06040|-59.55299
   23118|161.06085|-59.44768
   23119|161.06090|-59.57546
   23120|161.06092|-59.51228
   23121|161.06103|-59.70614
   23122|161.06120|-59.53591
   23123|161.06146|-59.71439
   23124|161.06148|-59.54354
   23125|161.06165|-59.57316
   23126|161.06183|-59.65544
   23127|161.06194|-59.59045
   23129|161.06216|-59.49446
   23130|161.06237|-59.51408
   23131|161.06241|-59.48831
   23132|161.06251|-59.74610
   23133|161.06255|-59.35065
   23134|161.06258|-59.53956
   23135|161.06288|-59.66416
   23136|161.06340|-59.33865
   23137|161.06350|-59.41389
   23138|161.06350|-59.44970
   23139|161.06351|-59.56783
   23140|161.06367|-59.38267
   23141|161.06368|-59.71595
   23142|161.06379|-59.40944
   23143|161.06389|-59.41086
   23144|161.06393|-59.70706
   23145|161.06394|-59.41305
   23180|161.06893|-59.55127
   23146|161.06431|-59.55838
   23147|161.06449|-59.54011
   23148|161.06452|-59.55960
   23149|161.06468|-59.55554
   23150|161.06468|-59.50583
   23151|161.06486|-59.49929
   23152|161.06531|-59.34268
   23153|161.06569|-59.63752
   23154|161.06570|-59.47545
   23155|161.06575|-59.54138
   23156|161.06580|-59.54749
   23157|161.06617|-59.35424
   23158|161.06623|-59.57570
   23159|161.06623|-59.50311
   23160|161.06630|-59.54451
   23161|161.06632|-59.37820
   23162|161.06644|-59.67313
   23163|161.06672|-59.49364
   23164|161.06693|-59.55349
   23165|161.06711|-59.39398
   23166|161.06725|-59.54506
   23167|161.06731|-59.71159
   23168|161.06752|-59.33961
   23169|161.06776|-59.33930
   23170|161.06785|-59.43346
   23171|161.06790|-59.63099
   23172|161.06796|-59.53382
   23173|161.06800|-59.55406
   23174|161.06800|-59.73917
   23175|161.06825|-59.48441
   23176|161.06868|-59.59560
   23177|161.06874|-59.58611
   23178|161.06883|-59.38153
   23179|161.06886|-59.37767
   23181|161.06902|-59.41704
   23182|161.06924|-59.55059
   23183|161.06982|-59.48243
   23184|161.06982|-59.55452
   23185|161.07020|-59.57756
   23186|161.07024|-59.37257
   23187|161.07026|-59.39144
   23188|161.07032|-59.55480
   23189|161.07047|-59.62091
   23190|161.07059|-59.34325
   23191|161.07112|-59.59638
   23192|161.07126|-59.51719
   23193|161.07136|-59.69910
   23194|161.07147|-59.51909
   23195|161.07149|-59.50244
   23196|161.07152|-59.35256
   23197|161.07166|-59.49342
   23198|161.07172|-59.46265
   23199|161.07175|-59.80781
   23200|161.07176|-59.57699
   23201|161.07182|-59.59029
   23202|161.07235|-59.53368
   23203|161.07237|-59.72592
   23204|161.07247|-59.44611
   23205|161.07277|-59.48775
   23206|161.07280|-59.54099
   23207|161.07280|-59.76325
   23208|161.07323|-59.72597
   23209|161.07330|-59.70914
   23210|161.07331|-59.55924
   23211|161.07332|-59.72700
   23212|161.07343|-59.73783
   23213|161.07373|-59.71002
   23214|161.07397|-59.59103
   23215|161.07408|-59.47161
   23216|161.07418|-59.70575
   23217|161.07433|-59.57560
   23218|161.07436|-59.73233
   23219|161.07442|-59.72747
   23220|161.07486|-59.49067
   23221|161.07490|-59.59272
   23222|161.07515|-59.56619
   23223|161.07525|-59.51653
   23224|161.07547|-59.35143
   23225|161.07557|-59.44000
   23226|161.07597|-59.50508
   23227|161.07608|-59.73252
   23228|161.07610|-59.39736
   23229|161.07616|-59.52906
   23230|161.07622|-59.36778
   23231|161.07625|-59.55894
   23232|161.07632|-59.60463
   23233|161.07646|-59.53055
   23234|161.07652|-59.60394
   23235|161.07654|-59.46310
   23236|161.07655|-59.72989
   23237|161.07659|-59.71305
   23238|161.07665|-59.39297
   23239|161.07672|-59.55156
   23240|161.07674|-59.43561
   23241|161.07700|-59.37937
   23242|161.07701|-59.51301
   23243|161.07731|-59.72146
   23244|161.07742|-59.38679
   23245|161.07813|-59.52783
   23246|161.07814|-59.51147
   23247|161.07824|-59.39207
   23248|161.07837|-59.50239
   23249|161.07851|-59.38420
   23250|161.07881|-59.60856
   23251|161.07904|-59.59163
   23252|161.07933|-59.72234
   23253|161.07987|-59.43656
   23254|161.07994|-59.52306
   23255|161.07994|-59.50465
   23256|161.07999|-59.53091
   23257|161.08014|-59.57903
   23258|161.08031|-59.48794
   23259|161.08052|-59.36936
   23260|161.08071|-59.69816
   23261|161.08101|-59.49038
   23262|161.08109|-59.47066
   23263|161.08117|-59.57024
   23264|161.08124|-59.66407
   23265|161.08124|-59.71780
   23266|161.08126|-59.73131
   23267|161.08136|-59.73101
   23268|161.08137|-59.52365
   23269|161.08191|-59.72009
   23270|161.08192|-59.37287
   23271|161.08201|-59.51659
   23272|161.08219|-59.39986
   23273|161.08249|-59.57627
   23274|161.08251|-59.49841
   23275|161.08262|-59.73853
   23276|161.08267|-59.39144
   23277|161.08285|-59.41029
   23278|161.08296|-59.74755
   23279|161.08317|-59.39997
   23280|161.08334|-59.64045
   23281|161.08340|-59.80048
   23282|161.08377|-59.55833
   23367|161.09419|-59.73401
   23283|161.08384|-59.70104
   23284|161.08389|-59.72768
   23285|161.08395|-59.54232
   23286|161.08396|-59.71660
   23287|161.08397|-59.72708
   23288|161.08406|-59.70826
   23289|161.08420|-59.42632
   23290|161.08440|-59.43580
   23291|161.08447|-59.52996
   23292|161.08450|-59.74360
   23293|161.08454|-59.52583
   23294|161.08494|-59.73762
   23295|161.08507|-59.58856
   23296|161.08508|-59.69938
   23297|161.08513|-59.49546
   23298|161.08532|-59.40063
   23299|161.08553|-59.35204
   23300|161.08573|-59.35055
   23301|161.08580|-59.51977
   23302|161.08602|-59.52931
   23303|161.08623|-59.55530
   23304|161.08630|-59.59011
   23305|161.08636|-59.40940
   23306|161.08653|-59.31573
   23307|161.08665|-59.72520
   23308|161.08668|-59.40176
   23309|161.08692|-59.42141
   23310|161.08709|-59.40290
   23311|161.08710|-59.36940
   23312|161.08726|-59.70795
   23313|161.08726|-59.33826
   23314|161.08727|-59.76123
   23315|161.08728|-59.42220
   23316|161.08744|-59.40228
   23317|161.08768|-59.36472
   23318|161.08774|-59.73887
   23319|161.08775|-59.51509
   23320|161.08809|-59.50025
   23321|161.08848|-59.70529
   23322|161.08899|-59.40889
   23323|161.08904|-59.68136
   23324|161.08905|-59.42301
   23325|161.08922|-59.52335
   23326|161.08935|-59.33645
   23327|161.08935|-59.50156
   23328|161.08948|-59.42000
   23329|161.08965|-59.72418
   23330|161.08972|-59.53155
   23331|161.09002|-59.42629
   23332|161.09018|-59.42339
   23333|161.09029|-59.37915
   23334|161.09109|-59.38233
   23419|161.09980|-59.71691
   23335|161.09132|-59.69073
   23336|161.09144|-59.63549
   23337|161.09146|-59.68022
   23338|161.09155|-59.51860
   23339|161.09172|-59.66790
   23340|161.09175|-59.52820
   23341|161.09186|-59.59077
   23342|161.09198|-59.31732
   23343|161.09210|-59.74700
   23344|161.09220|-59.34995
   23345|161.09228|-59.56665
   23346|161.09239|-59.36614
   23347|161.09240|-59.50244
   23348|161.09263|-59.49054
   23349|161.09286|-59.71912
   23350|161.09328|-59.54398
   23420|161.10002|-59.73980
   23351|161.09330|-59.41684
   23352|161.09332|-59.36601
   23353|161.09332|-59.54108
   23354|161.09333|-59.40905
   23355|161.09334|-59.51675
   23356|161.09344|-59.63967
   23357|161.09347|-59.73443
   23358|161.09362|-59.33850
   23359|161.09368|-59.47957
   23360|161.09381|-59.65707
   23361|161.09393|-59.51253
   23362|161.09394|-59.51500
   23363|161.09399|-59.72809
   23364|161.09404|-59.47833
   23365|161.09407|-59.50945
   23366|161.09419|-59.40124
   23368|161.09431|-59.49553
   23369|161.09447|-59.37160
   23370|161.09447|-59.57352
   23371|161.09471|-59.56580
   23372|161.09472|-59.55056
   23373|161.09476|-59.63328
   23374|161.09494|-59.76189
   23375|161.09501|-59.38166
   23376|161.09509|-59.74230
   23377|161.09520|-59.51826
   23378|161.09568|-59.73858
   23379|161.09579|-59.38617
   23380|161.09584|-59.51969
   23381|161.09586|-59.37675
   23382|161.09603|-59.43134
   23383|161.09629|-59.69867
   23384|161.09631|-59.77575
   23438|161.10258|-59.50997
   23385|161.09636|-59.71851
   23386|161.09645|-59.40488
   23387|161.09656|-59.38490
   23388|161.09662|-59.70187
   23389|161.09681|-59.58358
   23390|161.09692|-59.46989
   23391|161.09715|-59.53582
   23392|161.09718|-59.46831
   23393|161.09720|-59.35498
   23394|161.09720|-59.50041
   23395|161.09720|-59.42044
   23396|161.09746|-59.42255
   23397|161.09783|-59.51628
   23398|161.09785|-59.55228
   23399|161.09801|-59.45726
   23400|161.09806|-59.50882
   23401|161.09850|-59.53153
   23402|161.09851|-59.63358
   23403|161.09854|-59.66164
   23404|161.09864|-59.68739
   23405|161.09881|-59.36901
   23406|161.09884|-59.60478
   23407|161.09887|-59.43182
   23408|161.09889|-59.35881
   23409|161.09890|-59.41759
   23410|161.09924|-59.56848
   23411|161.09933|-59.78683
   23412|161.09941|-59.45787
   23413|161.09942|-59.57635
   23414|161.09958|-59.37387
   23415|161.09967|-59.41852
   23416|161.09970|-59.70525
   23417|161.09978|-59.71871
   23418|161.09979|-59.41290
   23421|161.10019|-59.68219
   23422|161.10024|-59.56639
   23423|161.10039|-59.41824
   23424|161.10040|-59.56483
   23425|161.10057|-59.39832
   23426|161.10074|-59.73932
   23427|161.10087|-59.62448
   23428|161.10118|-59.32509
   23429|161.10137|-59.45078
   23430|161.10148|-59.41955
   23431|161.10157|-59.51954
   23432|161.10167|-59.74639
   23433|161.10195|-59.37735
   23434|161.10200|-59.53439
   23435|161.10229|-59.32284
   23436|161.10246|-59.53073
   23437|161.10254|-59.38151
   23439|161.10281|-59.50511
   23440|161.10307|-59.76526
   23441|161.10333|-59.66644
   23442|161.10367|-59.53412
   23443|161.10376|-59.61739
   23444|161.10380|-59.38274
   23445|161.10400|-59.61328
   23446|161.10425|-59.40869
   23447|161.10439|-59.38070
   23448|161.10454|-59.50614
   23449|161.10467|-59.31884
   23450|161.10475|-59.47306
   23451|161.10489|-59.47113
   23452|161.10507|-59.37911
   23453|161.10516|-59.60599
   23454|161.10528|-59.59089
   23455|161.10546|-59.60447
   23456|161.10548|-59.44460
   23457|161.10559|-59.53757
   23458|161.10561|-59.68647
   23459|161.10566|-59.36786
   23460|161.10575|-59.73192
   23461|161.10585|-59.52012
   23462|161.10587|-59.40821
   23463|161.10599|-59.39762
   23464|161.10620|-59.36783
   23465|161.10621|-59.55258
   23466|161.10658|-59.74608
   23467|161.10659|-59.44835
   23468|161.10661|-59.74946
   23469|161.10661|-59.36185
   23470|161.10662|-59.52949
   23471|161.10672|-59.37217
   23472|161.10688|-59.53669
   23473|161.10693|-59.53879
   23474|161.10693|-59.36898
   23475|161.10700|-59.38611
   23476|161.10702|-59.65654
   23477|161.10704|-59.54214
   23478|161.10704|-59.74061
   23479|161.10713|-59.72466
   23480|161.10715|-59.73150
   23481|161.10727|-59.39660
   23482|161.10740|-59.56518
   23483|161.10740|-59.38014
   23484|161.10743|-59.34555
   23485|161.10744|-59.79137
   23486|161.10749|-59.49599
   23487|161.10750|-59.33692
   23488|161.10754|-59.45706
   23489|161.10777|-59.58587
   23490|161.10791|-59.53322
   23491|161.10808|-59.72492
   23492|161.10824|-59.56084
   23493|161.10846|-59.43079
   23494|161.10860|-59.46082
   23495|161.10903|-59.74080
   23496|161.10903|-59.56255
   23497|161.10919|-59.77255
   23498|161.10949|-59.58885
   23499|161.10952|-59.49618
   23500|161.10953|-59.56408
   23501|161.10953|-59.71144
   23502|161.10959|-59.62766
   23503|161.10968|-59.49054
   23504|161.10971|-59.76053
   23505|161.10991|-59.57218
   23506|161.10992|-59.56117
   23507|161.11000|-59.57168
   23508|161.11011|-59.36853
   23509|161.11016|-59.45132
   23510|161.11023|-59.42554
   23511|161.11029|-59.68414
   23512|161.11038|-59.55047
   23513|161.11043|-59.44713
   23514|161.11057|-59.40273
   23515|161.11063|-59.38549
   23516|161.11074|-59.54750
   23517|161.11087|-59.72860
   23518|161.11088|-59.56768
   23519|161.11104|-59.34941
   23520|161.11146|-59.56254
   23521|161.11154|-59.33737
   23522|161.11159|-59.38727
   23523|161.11165|-59.33714
   23524|161.11170|-59.31916
   23525|161.11196|-59.47582
   23526|161.11200|-59.32072
   23527|161.11205|-59.76174
   23528|161.11210|-59.43981
   23529|161.11211|-59.38077
   23530|161.11244|-59.39894
   23531|161.11264|-59.35751
   23532|161.11264|-59.48303
   23533|161.11274|-59.74414
   23534|161.11288|-59.41398
   23535|161.11308|-59.40812
   23536|161.11311|-59.33216
   23537|161.11316|-59.41001
   23538|161.11327|-59.67656
   23539|161.11339|-59.40433
   23540|161.11351|-59.55114
   23541|161.11377|-59.60257
   23542|161.11381|-59.67645
   23543|161.11387|-59.55490
   23544|161.11395|-59.32961
   23545|161.11399|-59.34642
   23546|161.11406|-59.49353
   23547|161.11427|-59.72209
   23548|161.11438|-59.54912
   23549|161.11447|-59.48820
   23550|161.11451|-59.38313
   23551|161.11459|-59.56498
   23552|161.11463|-59.77096
   23553|161.11467|-59.50665
   23554|161.11476|-59.41106
   23555|161.11479|-59.38973
   23556|161.11499|-59.41988
   23557|161.11500|-59.36125
   23558|161.11509|-59.70430
   23559|161.11525|-59.40371
   23560|161.11548|-59.43378
   23561|161.11583|-59.81442
   23562|161.11596|-59.79451
   23563|161.11615|-59.75710
   23564|161.11622|-59.63000
   23565|161.11625|-59.70084
   23566|161.11641|-59.79055
   23567|161.11649|-59.31948
   23568|161.11654|-59.34376
   23569|161.11661|-59.60168
   23570|161.11703|-59.73497
   23571|161.11704|-59.71300
   23572|161.11706|-59.55241
   23573|161.11717|-59.48821
   23574|161.11729|-60.07879
   23575|161.11771|-59.55675
   23576|161.11772|-59.34236
   23577|161.11784|-59.37087
   23578|161.11787|-59.42959
   23579|161.11799|-59.91912
   23580|161.11811|-59.48041
   23581|161.11812|-59.68992
   23582|161.11836|-59.72187
   23583|161.11836|-59.71786
   23584|161.11837|-59.80727
   23585|161.11840|-59.52517
   23586|161.11863|-59.74193
   23587|161.11867|-59.86522
   23588|161.11870|-59.39329
   23589|161.11872|-59.69586
   23590|161.11882|-59.48700
   23591|161.11896|-59.38265
   23592|161.11900|-59.57933
   23593|161.11902|-59.65575
   23594|161.11910|-60.06131
   23595|161.11917|-59.68098
   23596|161.11937|-59.35782
   23597|161.11939|-59.37308
   23598|161.11946|-59.53683
   23599|161.11947|-59.73720
   23600|161.11962|-59.51259
   23601|161.11967|-60.15699
   23602|161.11967|-59.31975
   23603|161.11979|-59.39683
   23604|161.11993|-59.39637
   23605|161.12001|-59.71784
   23606|161.12006|-59.41084
   23607|161.12008|-59.63544
   23608|161.12023|-59.80477
   23609|161.12036|-59.48329
   23610|161.12038|-59.60552
   23611|161.12042|-59.75725
   23612|161.12062|-59.98773
   23613|161.12062|-59.70953
   23614|161.12067|-59.92784
   23615|161.12071|-59.70953
   23616|161.12075|-59.99003
   23617|161.12077|-59.47321
   23618|161.12077|-60.01095
   23619|161.12081|-59.66022
   23620|161.12094|-59.40256
   23621|161.12100|-59.53669
   23622|161.12118|-59.69531
   23623|161.12129|-59.33472
   23624|161.12144|-59.35943
   23625|161.12165|-59.33149
   23626|161.12182|-59.71730
   23627|161.12184|-60.07555
   23628|161.12198|-59.71761
   23629|161.12208|-59.43594
   23630|161.12217|-59.36419
   23631|161.12228|-59.75017
   23632|161.12237|-60.04198
   23633|161.12247|-59.62758
   23634|161.12248|-59.57274
   23635|161.12254|-59.34958
   23636|161.12258|-59.76832
   23637|161.12258|-59.64392
   23638|161.12259|-59.37150
   23639|161.12272|-59.69572
   23640|161.12279|-59.95503
   23641|161.12292|-59.77689
   23642|161.12303|-59.37110
   23643|161.12310|-59.85741
   23644|161.12311|-59.54787
   23645|161.12313|-59.51665
   23646|161.12323|-59.35706
   23647|161.12336|-59.39998
   23648|161.12342|-59.64303
   23649|161.12359|-59.74826
   23650|161.12364|-59.44680
   23651|161.12375|-59.63915
   23652|161.12384|-59.69804
   23653|161.12390|-59.88215
   23654|161.12393|-59.33490
   23655|161.12399|-59.72576
   23656|161.12405|-60.07543
   23657|161.12411|-59.57039
   23658|161.12413|-59.39053
   23659|161.12413|-59.47115
   23660|161.12415|-59.53912
   23661|161.12417|-59.41523
   23662|161.12441|-59.50381
   23835|161.13737|-59.75245
   23663|161.12444|-59.99603
   23664|161.12451|-59.75939
   23665|161.12456|-59.55474
   23666|161.12459|-59.33185
   23667|161.12459|-59.31840
   23668|161.12462|-59.56097
   23669|161.12478|-59.41821
   23670|161.12479|-59.49459
   23671|161.12485|-59.56688
   23672|161.12485|-59.33732
   23673|161.12490|-59.85100
   23674|161.12509|-59.70505
   23675|161.12515|-59.74659
   23676|161.12516|-59.40165
   23677|161.12522|-59.51795
   23678|161.12526|-59.68341
   23730|161.12996|-59.49519
   23679|161.12529|-59.70688
   23680|161.12533|-59.85631
   23681|161.12537|-59.53370
   23682|161.12549|-60.09304
   23683|161.12566|-59.40143
   23684|161.12571|-60.02762
   23685|161.12581|-59.31318
   23686|161.12609|-59.32799
   23687|161.12619|-59.39533
   23688|161.12621|-59.67673
   23689|161.12625|-60.01941
   23690|161.12628|-59.56742
   23691|161.12644|-59.62413
   23692|161.12662|-59.90488
   23693|161.12665|-59.38080
   23694|161.12668|-59.48093
   23695|161.12690|-59.74841
   23696|161.12695|-59.56553
   23697|161.12704|-59.69461
   23698|161.12720|-59.71684
   23699|161.12734|-59.65693
   23700|161.12746|-59.42895
   23701|161.12756|-59.59337
   23702|161.12756|-59.52663
   23703|161.12760|-59.98124
   23704|161.12762|-59.39381
   23705|161.12787|-59.87639
   23706|161.12800|-59.32619
   23707|161.12807|-59.77489
   23708|161.12817|-59.39792
   23709|161.12819|-59.67271
   23710|161.12821|-59.35722
