|        id_x|         ra|        dec| pos_err|
|        char|     double|     double|  double|
|            |           |           |  arcsec|
|        null|       null|       null|    null|
      lid_772  149.439778    2.715793    0.465 
      lid_773  149.442504    2.707773    0.412 
      lid_774  149.452440    2.746404    0.248 
      lid_775  149.472983    2.793427    0.209 
      lid_776  149.479472    2.801841    0.106 
      lid_777  149.479928    2.893792    0.772 
      lid_778  149.486537    2.811417    0.175 
      lid_779  149.493347    2.768722    0.125 
      lid_780  149.497421    2.780884    0.611 
      lid_781  149.497916    2.780659    0.611 
      lid_782  149.498871    2.782715    0.100 
      lid_783  149.509560    2.777798    0.178 
      lid_784  149.510016    2.798135    0.211 
      lid_785  149.525597    2.744446    0.100 
      lid_786  149.546742    2.762280    0.189 
      lid_787  149.546773    2.768018    0.398 
      lid_788  149.561537    2.778144    0.505 
      lid_789  149.319292    2.644904    0.858 
      lid_790  149.319758    2.649131    0.452 
      lid_791  149.345591    2.529798    0.401 
      lid_792  149.351434    2.588477    0.290 
      lid_793  149.369050    2.529322    0.647 
      lid_794  149.383398    2.717079    0.252 
      lid_795  149.386997    2.602263    0.198 
      lid_796  149.393835    2.598871    0.598 
      lid_797  149.398533    2.670033    0.685 
      lid_799  149.413856    2.623443    0.245 
      lid_800  149.416471    2.693611    0.429 
      lid_943  149.533013    1.958822    0.532 
      lid_945  149.395976    2.034353    0.480 
      lid_946  149.466744    1.896496    0.795 
      lid_947  149.472253    1.918888    0.443 
      lid_948  149.473249    1.957052    0.660 
     cid_3710  150.232090    2.395439    0.600 
     cid_3714  150.239960    2.353296    0.349 
     cid_3715  150.245200    2.355751    0.349 
     cid_3718  150.253010    2.277925    0.715 
      cid_372  150.265100    2.007612    0.134 
      cid_373  150.273310    1.934311    0.147 
     cid_3734  150.325310    2.373970    1.767 
      cid_374  150.280920    1.954687    0.920 
      cid_375  150.308630    1.891496    0.108 
      cid_376  150.308800    1.912295    0.100 
     cid_3760  150.273490    2.171309    0.269 
      cid_377  150.311770    1.978029    0.256 
     cid_3777  150.318730    2.247691    0.774 
      cid_378  150.327120    1.928558    0.203 
     cid_3782  150.326090    2.098266    0.807 
     cid_3786  150.347250    2.202245    0.495 
     cid_3787  150.347970    2.211583    0.594 
     cid_3789  150.352330    2.098252    0.983 
      cid_379  150.338707    1.928052    0.526 
       cid_38  150.261660    2.054727    0.123 
      cid_380  150.352562    1.932027    1.218 
     cid_3800  149.858418    1.745712    0.100 
     cid_3802  150.434196    2.493065    0.520 
     cid_3803  150.382804    2.559896    0.579 
     cid_3804  149.765897    2.648439    0.135 
     cid_3805  149.772800    2.636310    0.314 
     cid_3806  149.785308    2.646316    0.368 
     cid_3807  149.741802    2.585367    0.828 
     cid_3808  150.451060    2.280134    1.397 
      cid_381  150.418170    1.976661    0.814 
     cid_3811  149.961110    2.387630    0.428 
      cid_382  150.359448    1.936535    1.021 
      cid_384  150.366152    1.924614    0.968 
      cid_385  150.370967    1.953219    0.224 
      cid_386  150.379040    1.876087    0.470 
      cid_387  150.379250    1.959240    0.178 
      cid_388  150.381329    1.932636    1.144 
      cid_389  150.386735    1.966604    0.226 
       cid_39  150.267510    2.055629    0.138 
      cid_390  150.392388    1.875707    0.603 
      cid_391  150.400900    1.911953    0.521 
      cid_392  150.402012    1.878703    0.359 
      cid_393  150.407840    1.867606    0.676 
      cid_394  150.415781    1.967812    0.251 
      cid_395  150.420759    1.945327    0.353 
      cid_396  150.424855    1.900258    0.553 
      cid_397  150.426012    1.888834    0.379 
      cid_398  150.429053    1.911677    0.708 
      cid_399  150.431091    1.935260    0.237 
       cid_40  150.199740    2.190907    0.100 
      cid_400  150.440048    1.855885    0.203 
      cid_401  150.467617    1.935767    0.262 
      cid_402  149.868110    2.304906    0.186 
      cid_403  149.895380    2.239538    0.198 
      cid_404  149.771320    2.258395    0.100 
      cid_405  149.779040    2.232796    0.181 
      cid_406  149.803960    2.288103    0.423 
      cid_407  149.808490    2.313858    0.135 
      cid_408  149.816990    2.236046    0.426 
      cid_409  149.821710    2.254722    0.387 
       cid_41  150.170400    2.121475    0.241 
      cid_410  149.823630    2.228306    0.567 
      cid_411  149.834000    2.308836    0.151 
      cid_412  149.859040    2.258262    0.287 
      cid_413  149.869680    2.294064    0.158 
      cid_414  149.891930    2.285167    0.100 
      cid_415  149.901740    2.270789    0.238 
      cid_416  149.812900    2.345492    0.150 
      cid_417  149.700896    2.402589    0.100 
      cid_418  149.743926    2.249842    0.100 
      cid_419  149.771520    2.281415    0.314 
     lid_2482  150.204705    1.590721    0.836 
     lid_2484  150.164505    1.497808    2.506 
      lid_249  150.714971    2.484855    0.202 
     lid_2492  150.218718    1.689656    0.769 
     lid_2494  150.282936    1.582645    0.546 
     lid_3021  150.519960    2.423850    1.057 
     lid_3022  150.521191    2.461453    0.508 
     lid_3023  150.563499    2.542362    0.734 
     lid_3024  150.575164    2.517908    0.571 
     lid_3026  150.381336    2.506113    0.378 
     lid_3027  150.389873    2.623696    1.114 
      lid_303  150.332185    2.758383    0.250 
     lid_3031  150.461252    2.493541    0.591 
     lid_3033  150.479742    2.496479    0.914 
     lid_3034  150.233274    2.643213    0.781 
     lid_3036  150.242554    2.614764    0.802 
     lid_3037  150.251936    2.637768    0.940 
     lid_3039  150.259680    2.675381    1.731 
      lid_304  150.338582    2.776615    0.238 
     lid_3040  150.261738    2.541993    1.074 
     lid_3041  150.273303    2.552738    0.681 
     lid_3043  150.275633    2.646201    0.516 
     lid_3044  150.292618    2.524267    1.207 
     lid_3046  150.351725    2.602583    1.025 
     lid_3048  150.141539    2.651564    0.227 
      lid_305  150.351512    2.678156    0.146 
     lid_3050  150.174432    2.685574    0.320 
     lid_3052  150.213025    2.687927    1.366 
     lid_3053  150.234626    2.654785    0.643 
     lid_3055  150.020634    2.774653    2.730 
     lid_3056  150.032962    2.720934    0.616 
     lid_3058  150.046102    2.630556    0.899 
      lid_306  150.378688    2.734949    0.135 
     lid_3062  150.080618    2.634683    0.617 
     lid_3063  150.092688    2.734546    0.804 
     lid_3064  149.763080    2.694427    0.611 
     lid_3066  149.959464    2.690489    0.681 
     lid_3068  149.963098    2.733584    0.348 
     lid_3069  149.971190    2.708827    0.583 
      lid_307  150.382096    2.758330    0.222 
     lid_3071  150.034544    2.699385    0.154 
     lid_3072  150.687002    2.546401    0.695 
     lid_3075  150.702680    2.558806    0.310 
     lid_3076  150.716114    2.479516    0.499 
     lid_3078  150.746820    2.572420    0.218 
     lid_3079  150.764259    2.442120    0.526 
      lid_308  150.382287    2.749814    0.317 
     lid_3081  150.823926    2.513329    1.483 
     lid_3083  150.728178    2.592776    0.258 
     lid_3084  150.736270    2.533062    0.293 
     lid_3088  150.777826    2.554501    0.352 
     lid_3089  150.794886    2.644262    0.921 
      lid_309  150.382916    2.723592    0.148 
     lid_3092  150.814491    2.567488    0.901 
     lid_3096  150.445435    2.718964    0.382 
     lid_3097  150.459201    2.733227    0.452 
     lid_3098  150.481924    2.676874    0.158 
      lid_310  150.383733    2.587138    0.270 
     lid_3100  150.498307    2.642168    0.357 
     lid_3101  150.506685    2.597669    0.690 
     lid_3105  150.280146    2.774555    0.712 
     lid_3106  150.300367    2.685026    0.829 
      lid_311  150.389369    2.713548    0.114 
     lid_3110  150.381668    2.752610    0.479 
     lid_3112  150.402030    2.666955    0.506 
     lid_3113  150.406869    2.776012    0.770 
     lid_3114  150.466595    2.742993    0.934 
     lid_3115  150.100377    2.812555    0.125 
     lid_3117  150.147987    2.929211    1.508 
     lid_3118  150.194030    2.736792    0.489 
      lid_312  150.392120    2.665266    0.406 
     lid_3121  150.249951    2.889178    1.583 
     lid_3122  150.256214    2.896713    1.804 
     lid_3123  150.269846    2.800372    0.549 
     lid_2003  150.067399    2.735673    1.006 
     lid_2004  150.081533    2.687564    0.537 
     lid_2006  149.840460    2.688277    0.611 
     lid_2007  149.949055    2.786259    0.864 
     lid_2008  149.973561    2.719461    0.812 
     lid_2495  150.316115    1.489558    1.543 
     lid_2496  150.346334    1.670220    0.712 
     lid_2498  150.192745    1.785115    0.541 
      lid_250  150.717762    2.468535    0.527 
     lid_2504  150.164894    1.730558    0.523 
      lid_251  150.730192    2.462934    0.444 
     lid_2514  150.101341    1.746521    0.607 
      lid_252  150.730730    2.459393    0.339 
     lid_2523  150.063481    1.828708    0.529 
      lid_253  150.734739    2.461501    0.354 
      lid_254  150.745502    2.456910    0.380 
      lid_255  150.764514    2.466054    0.395 
      lid_256  150.771849    2.445129    1.053 
     lid_2563  149.854465    1.872831    0.830 
     lid_2569  149.725557    1.967479    0.701 
      lid_257  150.774738    2.464799    0.491 
     lid_2573  149.596633    2.035097    1.265 
     lid_2574  149.417590    1.656969    2.478 
     lid_2575  149.482734    1.748678    0.726 
     lid_2577  149.511696    1.752745    0.437 
     lid_2578  149.517583    1.625009    1.171 
      lid_258  150.778108    2.458108    0.694 
     lid_2580  149.544913    1.718459    0.265 
     lid_2582  149.559273    1.631046    0.697 
     lid_2583  149.559694    1.588130    1.349 
     lid_2584  149.581772    1.568291    1.745 
     lid_2585  149.576011    1.658471    1.539 
     lid_2586  149.587292    1.603777    1.384 
     lid_2587  149.601248    1.576697    0.611 
     lid_2588  149.605717    1.711020    1.125 
     lid_2589  149.622584    1.539725    1.354 
      lid_259  150.798025    2.452639    1.366 
     lid_2590  149.623663    1.581721    0.808 
     lid_2591  149.624321    1.676467    0.368 
     lid_2593  149.640593    1.770140    1.110 
     lid_2595  149.660730    1.637414    0.467 
     lid_2597  149.679705    1.733571    0.803 
     lid_2598  149.680398    1.742396    0.814 
     lid_2599  149.686296    1.591925    0.729 
      lid_260  150.615287    2.515371    0.554 
     lid_2600  149.692228    1.787580    0.487 
     lid_2603  149.780364    1.633678    0.205 
     lid_2604  149.745190    1.629439    0.100 
     lid_2606  149.756545    1.628300    0.376 
     lid_2607  149.758394    1.716447    1.160 
     lid_2608  149.766270    1.524817    1.097 
     lid_2609  149.780550    1.661177    0.542 
      lid_261  150.663605    2.537022    0.579 
     lid_2610  149.781186    1.660789    0.530 
     lid_2612  150.082217    1.542890    0.298 
     lid_2613  150.099313    1.580108    0.536 
     lid_2614  150.112710    1.560402    0.807 
     lid_2615  150.134957    1.449854    1.105 
     lid_2619  149.839493    1.572535    1.061 
      lid_262  150.664450    2.533677    0.488 
     lid_2620  149.863627    1.510769    1.247 
     lid_2621  149.880007    1.550044    0.974 
     lid_2623  149.891916    1.618586    0.673 
     lid_2624  149.900066    1.640233    0.721 
     lid_2625  149.916708    1.644345    0.708 
     lid_2626  149.927387    1.534504    0.309 
     lid_2627  149.964547    1.487663    0.844 
     lid_2628  149.969977    1.584924    0.369 
     lid_2629  149.991353    1.621095    0.472 
      lid_263  150.670519    2.580120    0.209 
     lid_2631  149.946864    1.585275    0.182 
     lid_2632  149.966132    1.491156    1.567 
     lid_2634  150.007787    1.464021    0.702 
      cid_485  150.430489    1.988109    0.415 
      cid_486  150.442730    2.020363    1.679 
      cid_487  150.443687    2.049095    0.130 
      cid_488  150.446131    2.043503    0.275 
      cid_489  150.448595    2.092810    0.443 
       cid_49  150.206320    2.120688    0.618 
      cid_490  150.457781    2.062388    0.439 
      cid_491  150.460448    1.976813    0.173 
      cid_492  150.463075    2.008976    0.120 
      cid_493  150.473328    2.044354    0.734 
      cid_494  150.487189    2.016369    0.240 
      cid_495  150.506279    2.058116    0.182 
      cid_496  150.510645    2.029089    0.228 
      cid_497  149.959310    2.356381    0.371 
      cid_498  149.977680    2.397739    0.160 
      cid_499  149.919710    2.327482    0.100 
       cid_50  150.207890    2.083386    0.100 
      cid_500  149.932300    2.335558    0.181 
      cid_501  149.945490    2.369274    0.124 
      cid_502  149.957520    2.395788    0.348 
      cid_503  149.826440    2.396832    0.279 
      cid_504  149.848150    2.374316    0.204 
      cid_505  149.848880    2.423058    0.402 
      cid_506  149.850320    2.398534    0.191 
      cid_507  149.858450    2.409299    0.236 
      cid_508  149.870750    2.417328    0.322 
      cid_509  149.883260    2.346770    0.128 
       cid_51  150.224320    2.105686    0.341 
      cid_510  149.916840    2.385226    0.111 
      cid_511  149.688636    2.411774    0.113 
      cid_512  149.698832    2.441263    0.335 
      cid_513  149.706006    2.419790    0.100 
      cid_514  149.726465    2.419350    1.131 
      cid_515  149.730326    2.453771    0.170 
      cid_516  149.733455    2.511099    0.485 
      cid_517  149.738507    2.433913    0.773 
      cid_518  149.750885    2.469811    0.180 
      cid_519  149.758823    2.476992    1.102 
       cid_52  150.227500    2.114612    0.380 
      cid_520  149.760600    2.419910    0.229 
      cid_521  149.761791    2.434777    0.559 
      cid_522  149.768069    2.431339    0.205 
      cid_523  149.783591    2.390700    0.264 
      cid_524  149.786617    2.378501    0.385 
      cid_525  149.789720    2.432102    0.654 
      cid_526  149.809115    2.480158    0.132 
      cid_527  150.040500    2.397089    0.100 
      cid_528  149.969960    2.335330    0.374 
      cid_529  149.981560    2.315056    0.242 
       cid_53  150.343600    2.140771    0.162 
      cid_530  149.993350    2.377230    0.188 
      cid_531  150.004130    2.389189    0.210 
      cid_532  150.019840    2.349122    0.276 
      cid_533  150.030320    2.358694    0.276 
      cid_534  150.048710    2.322197    0.259 
      cid_535  150.056600    2.373773    0.167 
      cid_536  150.449530    2.246323    0.125 
      cid_537  150.423309    2.133031    0.100 
      cid_538  150.435425    2.142766    0.345 
      cid_539  150.442526    2.159986    0.358 
       cid_54  150.311860    2.035761    0.131 
      cid_540  150.442448    2.118425    0.121 
      cid_541  150.442547    2.166266    0.674 
      cid_542  150.450963    2.192390    0.385 
      cid_543  150.451866    2.144792    0.318 
      cid_544  150.459198    2.185639    0.343 
      cid_545  150.461038    2.122561    0.319 
      cid_546  150.467440    2.199457    0.100 
      cid_547  150.472823    2.197931    0.100 
      lid_292  150.511475    2.639327    0.501 
     lid_2920  150.695400    2.409883    0.608 
     lid_2923  150.807136    2.198396    1.549 
     lid_2924  150.818813    2.302986    0.522 
     lid_2925  150.829480    2.405394    1.359 
     lid_2926  150.891853    2.285945    1.465 
     lid_2927  149.715641    2.658343    0.404 
     lid_2928  149.664432    2.489984    0.959 
      lid_293  150.518203    2.521739    0.136 
     lid_2930  149.632543    2.474925    0.861 
     lid_2931  149.648878    2.442704    0.337 
     lid_2932  149.662833    2.456691    0.461 
     lid_2934  149.674130    2.485004    0.499 
     lid_2936  149.571608    2.500806    0.867 
     lid_2937  149.573854    2.597882    0.571 
     lid_2938  149.615885    2.483106    1.310 
     lid_2939  149.627422    2.497690    0.516 
      lid_294  150.521094    2.625372    0.100 
     lid_2940  149.631696    2.639192    0.763 
     lid_2941  149.654456    2.596841    0.622 
     lid_2942  149.441459    2.425761    1.147 
     lid_2943  149.450053    2.493341    1.196 
     lid_2944  149.494476    2.482968    0.643 
     lid_2945  149.497910    2.469481    0.484 
     lid_2946  149.537752    2.521292    1.437 
     lid_2947  149.588164    2.439467    0.477 
     lid_2949  149.457469    2.663655    0.405 
      lid_295  150.243458    2.680232    0.631 
     lid_2951  149.495495    2.648598    0.605 
     lid_2952  149.521456    2.709440    0.493 
     lid_2953  149.451884    2.625423    0.308 
     lid_2956  149.492038    2.517954    1.792 
     lid_2957  149.522417    2.523072    1.164 
      lid_296  150.297856    2.673335    0.387 
     lid_2964  150.306418    2.447372    0.827 
     lid_2966  150.313999    2.438415    0.831 
      lid_297  150.297791    2.738939    0.508 
      lid_298  150.309194    2.768923    0.474 
     lid_2984  150.211897    2.485064    0.447 
     lid_2986  150.237476    2.507853    0.502 
     lid_2989  150.256519    2.588514    0.356 
      lid_299  150.317819    2.736693    0.426 
      lid_300  150.321524    2.882148    0.200 
      lid_301  150.322807    2.766619    0.669 
     lid_3016  150.471680    2.488650    1.585 
      cid_934  150.273730    2.180518    0.348 
      cid_935  150.342310    2.226270    0.105 
      cid_936  150.332750    2.193024    0.267 
      cid_937  150.366230    2.183633    0.772 
      cid_938  150.286340    2.202462    0.301 
      cid_939  150.287790    2.230384    0.430 
       cid_94  150.309510    2.399253    0.170 
      cid_941  150.331140    2.199153    0.413 
      cid_942  150.377660    2.186932    0.839 
      cid_943  150.415840    2.175209    0.337 
      cid_945  150.193470    2.199414    0.227 
      cid_947  150.297190    2.148829    0.269 
      cid_948  150.370980    2.073399    0.868 
      cid_949  150.247850    2.136339    0.290 
       cid_95  150.311150    2.413919    0.389 
      cid_950  150.260760    2.117949    0.537 
      cid_951  150.284930    2.113954    0.347 
      cid_952  150.200830    2.348355    0.200 
      cid_953  150.210700    2.391473    0.317 
      cid_954  150.231690    2.364041    0.100 
      cid_955  150.208990    2.438581    0.350 
      cid_956  150.213020    2.477195    0.277 
      cid_957  150.055880    2.233526    0.125 
      cid_958  150.069140    2.231376    0.160 
      cid_959  150.073540    2.346860    0.108 
       cid_96  150.314260    2.381637    0.328 
      cid_960  150.074420    2.302068    0.226 
      cid_961  150.161750    2.332412    0.167 
      cid_962  150.187950    2.352924    0.429 
      cid_963  150.261430    2.316088    0.410 
      cid_964  150.284870    2.309435    0.318 
      cid_965  150.152150    2.307818    0.425 
      cid_966  150.171060    2.337095    0.246 
      cid_967  150.335420    2.304998    0.213 
      cid_968  150.307850    2.368100    0.748 
      cid_969  150.310260    2.346901    0.378 
       cid_97  150.320730    2.333036    0.151 
      cid_970  150.235480    2.361800    0.100 
      cid_971  150.247620    2.332640    0.246 
      cid_972  150.299920    2.412771    0.576 
      cid_973  150.335420    2.343874    1.160 
      cid_974  150.207490    2.381631    0.185 
      cid_975  150.211490    2.401776    0.537 
      cid_976  150.225180    2.351270    0.190 
      cid_977  150.241090    2.348384    0.349 
      cid_978  150.255970    2.381274    0.593 
      cid_979  150.281910    2.368393    0.712 
       cid_98  150.328740    2.380581    0.287 
      cid_980  150.184010    2.353594    0.614 
      cid_981  150.136630    2.274336    0.593 
      cid_982  150.216540    2.328996    0.350 
      cid_983  150.091660    2.390705    1.776 
      cid_984  150.012030    2.525622    0.131 
      cid_985  149.983050    2.512405    0.559 
      cid_986  150.017260    2.498071    0.540 
      cid_987  150.027170    2.434811    0.629 
      cid_988  150.076540    2.428255    0.301 
      cid_989  150.154020    2.437240    1.093 
       cid_99  150.332570    2.391210    0.397 
      cid_990  150.094930    2.425156    0.302 
      cid_991  150.026715    2.562004    0.111 
      cid_992  150.116700    2.425047    0.866 
      cid_993  149.995760    2.472882    1.013 
      cid_994  150.060661    2.647960    0.337 
      cid_995  150.093470    2.507207    0.278 
      cid_996  150.121913    2.525845    0.352 
      cid_997  149.758320    2.066671    0.297 
      cid_998  149.754900    1.959649    0.349 
      cid_999  149.717090    1.988582    0.732 
    lid_10001  150.917548    2.021393    0.932 
    lid_10003  150.843142    2.660687    1.092 
    lid_10004  150.834777    1.712208    1.782 
    lid_10005  150.917904    1.989547    0.586 
     cid_2605  150.447398    2.053627    0.981 
      cid_261  150.021360    1.791369    0.130 
      cid_348  150.069970    2.101602    0.271 
      cid_349  150.004380    2.038978    0.398 
     cid_3495  149.721910    1.923666    0.492 
       cid_35  150.194690    2.067936    0.118 
      cid_350  150.009920    2.053434    0.395 
     cid_3501  149.744332    1.819480    0.129 
      cid_351  150.042550    2.063353    0.252 
     cid_3512  149.781160    1.932262    0.246 
     cid_3513  149.787790    1.929045    0.428 
     cid_3517  149.803615    2.015160    1.780 
      cid_352  150.058870    2.015238    0.103 
     cid_3529  149.829880    1.990700    0.906 
      cid_353  150.060830    2.010575    0.260 
      cid_354  150.075550    2.081297    0.112 
     cid_3544  149.904530    1.921581    1.994 
     cid_3545  149.525969    2.020381    0.190 
     cid_3546  149.532634    2.029806    0.611 
     cid_3548  149.554883    2.000105    0.168 
     cid_3549  149.561286    2.009123    0.287 
      cid_355  150.082460    2.058547    0.183 
     cid_3554  149.578757    2.001706    0.347 
     cid_3555  149.581360    1.992339    0.476 
     cid_3556  149.588092    1.988450    0.261 
      cid_356  149.995200    2.006708    0.142 
     cid_3561  149.624139    1.885361    0.165 
     cid_3562  149.625948    1.981264    0.188 
     cid_3564  149.628353    2.075892    1.772 
     cid_3566  149.636370    2.020267    0.523 
     cid_3568  149.637695    1.906861    0.419 
      cid_357  149.991700    2.132028    0.138 
     cid_3570  149.640933    2.107726    0.543 
     cid_3576  149.649886    1.865869    0.189 
     cid_3577  149.650530    1.972918    0.301 
     cid_3579  149.654064    1.861651    0.348 
      cid_358  150.105170    1.981232    0.100 
     cid_3583  149.664360    1.961688    0.269 
      cid_359  150.111840    1.977519    0.198 
       cid_36  150.158320    2.139531    0.217 
      cid_360  150.142900    2.050715    0.316 
     cid_3603  149.766569    1.906655    0.164 
     cid_3606  150.028418    2.552206    0.115 
      cid_361  150.145570    2.043111    0.100 
     cid_3612  150.058035    2.637499    0.430 
      cid_362  150.190240    2.000229    0.347 
     cid_3625  150.104380    2.546988    0.370 
     cid_3627  150.111533    2.549735    0.372 
     cid_3629  150.115242    2.582268    0.487 
      cid_363  150.195560    2.004504    0.180 
     cid_3632  150.124148    2.512362    0.243 
     cid_3635  150.130208    2.611867    0.349 
     cid_3636  150.133720    2.457497    0.450 
      cid_364  150.198220    1.986368    0.559 
     cid_3641  150.138400    2.466687    0.372 
     cid_3642  150.138429    2.529403    0.187 
     cid_3643  150.143358    2.606170    0.642 
     cid_3648  150.156870    2.497040    0.301 
      cid_365  150.285570    2.014617    0.109 
     cid_3650  150.168185    2.615692    0.412 
     cid_3651  150.176264    2.569785    0.746 
     cid_3653  150.194211    2.623595    0.351 
      cid_366  150.233940    1.945200    0.125 
     cid_3664  150.230330    2.558476    0.615 
     cid_3665  150.233477    2.476223    0.261 
      cid_367  150.239370    1.930235    0.115 
     cid_3673  150.079890    2.390045    1.639 
      cid_368  150.239460    1.983891    0.523 
     cid_3683  150.153630    2.399451    1.220 
      cid_369  150.253380    1.996726    0.101 
       cid_37  150.287920    2.131910    0.106 
      cid_370  150.257710    2.010684    0.269 
      cid_371  150.264010    1.947392    0.295 
      cid_611  149.953465    2.660235    0.913 
      cid_612  149.974658    2.678667    0.867 
      cid_613  149.987845    2.585187    0.497 
      cid_614  149.991774    2.589941    0.290 
      cid_615  149.992530    2.682580    0.414 
      cid_616  150.004539    2.632769    0.385 
      cid_617  150.006601    2.669480    0.476 
      cid_618  150.008463    2.704537    0.199 
      cid_619  150.009242    2.626487    0.711 
       cid_62  150.373590    2.112164    0.124 
      cid_620  150.015478    2.665856    0.165 
      cid_621  150.030664    2.678776    0.125 
      cid_622  150.034296    2.641122    0.179 
      cid_623  150.042366    2.694878    0.188 
      cid_624  150.045251    2.688535    0.100 
      cid_625  150.053550    2.693052    0.144 
      cid_626  150.317155    2.451816    0.333 
      cid_627  150.327318    2.461119    0.117 
      cid_628  150.328134    2.465338    0.614 
      cid_629  150.334377    2.561544    0.163 
       cid_63  150.382820    2.104631    0.246 
      cid_630  150.370108    2.462233    0.100 
      cid_631  150.373773    2.459975    0.100 
      cid_632  150.374201    2.544209    0.108 
      cid_633  150.379806    2.490252    0.286 
      cid_634  150.415592    2.430162    0.194 
      cid_635  150.430423    2.438161    0.210 
      cid_636  150.438155    2.415808    0.153 
      cid_637  150.453856    2.441606    0.410 
      cid_638  150.456071    2.432785    0.567 
       cid_64  150.364720    2.143831    0.195 
      cid_640  150.471982    2.410153    0.100 
      cid_641  150.486166    2.427959    0.453 
      cid_642  150.495524    2.412515    0.126 
      cid_643  150.499021    2.444875    0.173 
      cid_644  150.511511    2.409578    0.120 
      cid_645  150.520215    2.425358    0.763 
      cid_646  150.526705    2.384678    0.301 
      cid_647  150.537658    2.413578    0.141 
      cid_648  150.235390    2.216082    0.727 
      cid_649  150.261740    2.276566    0.692 
       cid_65  150.349800    2.246190    0.113 
      cid_650  150.262060    2.256387    0.766 
      cid_651  150.343360    2.020024    0.155 
      cid_652  150.380160    2.209845    0.747 
      cid_653  150.125050    2.455990    0.362 
      cid_654  150.130420    2.439259    0.815 
      cid_655  150.125590    2.312492    1.139 
      cid_656  150.254140    2.330607    0.246 
      cid_657  150.315980    2.399962    0.625 
      cid_658  150.336048    2.433799    0.253 
      cid_659  150.032960    2.458674    0.632 
       cid_66  150.378130    2.196441    0.259 
      cid_660  150.222577    2.501519    0.582 
      cid_661  150.058488    2.601991    0.665 
      cid_662  150.066542    2.570172    0.988 
      cid_665  149.890390    1.900960    0.227 
      cid_666  149.807450    1.810417    0.478 
      cid_667  149.831849    1.878469    0.841 
      cid_668  150.024980    1.914821    0.437 
      cid_669  149.959608    1.801617    0.669 
       cid_67  150.416650    2.236417    0.156 
      cid_673  150.199640    1.731443    0.676 
      cid_674  150.254505    1.720779    0.276 
      cid_678  150.429475    1.825635    0.225 
      cid_679  149.792910    2.125610    0.710 
       cid_68  150.421180    2.216549    0.127 
      cid_680  149.649600    2.209481    0.780 
      cid_681  149.686407    2.147910    0.468 
      cid_682  149.885370    2.177172    0.181 
      cid_683  150.046530    2.108247    0.155 
     lid_3944  149.620463    2.614309    0.484 
     lid_3945  149.622681    2.645831    0.571 
     lid_3947  149.489402    2.516201    0.815 
     lid_3948  149.502116    2.542480    1.393 
      lid_395  150.454125    2.806017    0.117 
     lid_3950  149.533251    2.458146    0.186 
      lid_555  149.812604    2.802437    0.169 
     lid_5568  150.279578    1.695760    0.515 
     lid_5580  150.431864    1.728490    0.590 
     lid_5583  150.443696    1.775734    0.716 
     lid_5585  150.485815    1.871944    0.806 
      lid_559  149.828960    2.908158    1.325 
     lid_5609  150.798422    2.399826    1.380 
      lid_562  149.841204    2.809586    0.420 
     lid_5620  150.653838    1.636725    2.344 
      lid_563  149.853691    2.786595    0.476 
      lid_565  149.857358    2.779853    0.327 
      lid_566  149.872921    2.812944    0.694 
      lid_568  149.684298    2.735468    1.837 
      lid_571  149.781053    2.662704    0.317 
     lid_5714  150.413529    1.848042    0.644 
      lid_574  149.806324    2.661369    0.334 
      lid_577  149.868442    2.793412    0.920 
     lid_5774  150.861901    2.362299    2.775 
      lid_578  149.888987    2.843867    0.259 
      lid_579  149.895014    2.876016    0.348 
      lid_580  149.905894    2.875378    0.414 
      lid_581  149.922021    2.825509    0.501 
     lid_5816  150.718304    2.550993    0.411 
      lid_582  149.926492    2.822190    0.735 
      lid_583  149.930095    3.008753    1.065 
      lid_584  149.934005    2.844010    0.222 
      lid_585  149.937688    2.974644    1.240 
      lid_586  149.690729    2.776182    0.318 
      lid_587  149.698825    2.758801    1.002 
      lid_588  149.719101    2.813010    0.933 
      lid_589  149.748639    2.732103    0.303 
      lid_590  149.755360    2.738524    0.268 
      lid_591  149.775286    2.803794    0.286 
      lid_592  149.785996    2.906672    0.398 
      lid_593  149.870753    2.743426    0.723 
      lid_594  149.705607    2.732545    0.826 
     lid_5945  150.129885    2.933251    0.767 
      lid_595  149.734045    2.691131    0.232 
      lid_596  149.736383    2.610771    0.195 
      lid_597  149.740475    2.605319    0.345 
     lid_5970  149.645751    2.171173    0.545 
      lid_598  149.740794    2.620198    0.331 
      lid_600  149.755487    2.588560    0.417 
      lid_603  149.695773    2.548839    0.198 
     lid_6057  149.489967    1.751306    0.635 
      lid_611  149.847438    2.569199    0.439 
      lid_612  149.602125    2.392797    0.128 
      lid_613  149.602848    2.329850    0.352 
     lid_6131  149.904410    1.868978    0.611 
      lid_614  149.609113    2.388219    0.790 
      lid_615  149.612273    2.380693    0.196 
      lid_616  149.623155    2.384707    0.387 
      lid_617  149.625352    2.349152    0.479 
      lid_618  149.631806    2.371657    0.146 
      lid_619  149.634528    2.358320    0.370 
     lid_6191  149.917361    1.503002    1.346 
      lid_620  149.646175    2.388102    0.105 
     lid_6208  150.331244    1.806618    0.815 
      lid_622  149.662068    2.396974    0.118 
      lid_623  149.667739    2.381493    0.390 
      lid_629  149.724779    2.456887    0.525 
      lid_632  149.555342    2.374467    0.403 
      lid_633  149.572351    2.262828    0.201 
      lid_634  149.596916    2.248851    0.335 
